ID,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
79704.0,31000,31000,21.00%,60 months,debt_consolidation,11.48%,NY,RENT,5833.33,705-709,12,27120,0.0,< 1 year
94981.0,4000,4000,14.33%,36 months,debt_consolidation,2.95%,KS,MORTGAGE,2916.67,750-754,2,2476,0.0,10+ years
30378.0,6000,6000,17.49%,36 months,moving,1.58%,MD,RENT,4416.67,665-669,3,2426,2.0,8 years
101294.0,7500,7500,6.62%,36 months,debt_consolidation,13.13%,PA,MORTGAGE,9583.33,710-714,20,22464,0.0,4 years
30341.0,12000,11975,8.49%,36 months,debt_consolidation,8.36%,CA,RENT,4500.0,745-749,12,8422,0.0,10+ years
80944.0,24000,24000,22.47%,60 months,debt_consolidation,30.97%,VA,MORTGAGE,10104.17,675-679,14,37686,0.0,10+ years
54289.0,7500,7500,19.99%,36 months,debt_consolidation,19.06%,CA,RENT,3348.0,660-664,8,5322,0.0,10+ years
101647.0,6250,900,17.54%,36 months,debt_consolidation,19.85%,IN,RENT,2916.67,655-659,17,17659,9.0,< 1 year
21203.0,5000,4900,6.92%,36 months,home_improvement,10.59%,TX,MORTGAGE,7083.33,755-759,9,0,3.0,1 year
18933.0,10000,10000,10.74%,36 months,small_business,22.74%,NY,MORTGAGE,5416.67,710-714,4,20143,1.0,10+ years
17315.0,12000,11341.5,6.91%,36 months,debt_consolidation,17.92%,WA,RENT,5200.0,710-714,16,8182,0.0,< 1 year
2987.0,7000,6775,9.32%,36 months,debt_consolidation,8.34%,CA,RENT,5000.0,745-749,6,3337,1.0,< 1 year
28478.0,4000,4000,7.49%,36 months,car,0.52%,CA,RENT,5416.67,755-759,4,929,0.0,1 year
66430.0,7800,7800,13.11%,36 months,credit_card,15.56%,FL,MORTGAGE,5000.0,680-684,8,12889,0.0,5 years
40357.0,15000,15000,15.27%,36 months,debt_consolidation,15.58%,WV,RENT,6666.67,680-684,11,23226,1.0,2 years
68833.0,14125,14125,18.49%,36 months,debt_consolidation,8.10%,NY,RENT,3000.0,670-674,6,8992,1.0,10+ years
23553.0,8000,8000,5.42%,36 months,credit_card,4.47%,CA,OWN,3936.0,780-784,7,5235,0.0,10+ years
29165.0,4325,4325,7.49%,36 months,credit_card,5.47%,FL,MORTGAGE,3691.67,715-719,9,5074,0.0,10+ years
40616.0,15000,15000,13.49%,36 months,car,9.73%,VA,RENT,3000.0,705-709,9,7005,1.0,4 years
63687.0,12000,12000,10.16%,36 months,debt_consolidation,28.01%,NY,RENT,2916.67,710-714,8,6913,0.0,3 years
41195.0,6575,6575,8.90%,36 months,debt_consolidation,4.39%,FL,MORTGAGE,7500.0,710-714,5,6670,0.0,8 years
78765.0,9000,9000,10.16%,36 months,debt_consolidation,13.76%,CA,RENT,5166.67,710-714,10,6490,0.0,10+ years
15631.0,4500,4500,8.88%,36 months,credit_card,7.07%,OR,MORTGAGE,5250.0,710-714,10,9356,2.0,9 years
9367.0,20000,19875,10.25%,36 months,credit_card,13.38%,FL,MORTGAGE,10000.0,750-754,14,25668,1.0,8 years
9658.0,1950,1950,13.11%,36 months,other,15.08%,CA,RENT,2600.0,680-684,6,4100,1.0,3 years
41411.0,35000,35000,16.29%,36 months,debt_consolidation,17.17%,NY,MORTGAGE,39583.33,705-709,14,55965,2.0,10+ years
25040.0,15000,15000,10.59%,36 months,medical,7.55%,CA,RENT,8750.0,740-744,6,6056,1.0,9 years
20709.0,5650,5650,7.66%,36 months,debt_consolidation,16.49%,GA,MORTGAGE,5100.0,700-704,6,9863,0.0,1 year
89473.0,6800,6800,15.80%,36 months,debt_consolidation,15.43%,NC,RENT,2708.33,680-684,5,2964,0.0,1 year
97353.0,3000,3000,19.05%,36 months,other,28.74%,CA,MORTGAGE,7116.25,660-664,7,7416,0.0,10+ years
76770.0,5675,5675,11.14%,36 months,debt_consolidation,29.40%,CA,RENT,2333.33,705-709,6,9687,1.0,5 years
11185.0,12000,12000,17.93%,60 months,debt_consolidation,0.72%,KY,MORTGAGE,6500.0,670-674,4,1549,1.0,10+ years
91147.0,11100,11100,15.31%,36 months,debt_consolidation,12.03%,WA,MORTGAGE,2666.67,680-684,12,8990,0.0,10+ years
77149.0,16000,16000,19.05%,60 months,debt_consolidation,17.82%,NY,RENT,6666.67,690-694,16,11232,2.0,5 years
29794.0,4800,4800,10.59%,36 months,debt_consolidation,20.21%,IL,RENT,2666.67,710-714,5,3831,1.0,6 years
68987.0,6200,6200,15.31%,36 months,credit_card,20.52%,CA,RENT,1940.0,665-669,5,16850,0.0,
68857.0,6000,6000,10.16%,36 months,credit_card,15.88%,CA,OWN,5166.67,710-714,13,8862,3.0,7 years
17655.0,2250,2250,10.36%,36 months,car,17.97%,GA,OWN,5833.33,680-684,12,14637,0.0,2 years
60117.0,10000,10000,12.12%,36 months,debt_consolidation,5.84%,PA,RENT,4333.33,695-699,6,4665,0.0,1 year
101061.0,10000,10000,14.09%,36 months,debt_consolidation,17.15%,AZ,MORTGAGE,10416.67,670-674,12,12492,4.0,10+ years
95951.0,12000,12000,13.11%,36 months,credit_card,6.10%,IL,MORTGAGE,4833.33,665-669,9,12025,0.0,9 years
99334.0,12000,12000,13.11%,36 months,debt_consolidation,18.32%,NC,RENT,3916.67,690-694,14,12134,0.0,8 years
33181.0,8000,8000,12.69%,36 months,debt_consolidation,17.10%,SC,MORTGAGE,7083.0,695-699,11,9345,3.0,.
77578.0,10000,10000,10.16%,36 months,debt_consolidation,11.98%,CA,RENT,4166.67,705-709,9,10979,0.0,4 years
34744.0,6000,6000,14.27%,36 months,debt_consolidation,7.64%,IL,MORTGAGE,5184.75,675-679,8,14422,0.0,2 years
81395.0,4500,4500,12.12%,36 months,debt_consolidation,14.32%,AZ,RENT,1250.0,675-679,8,6265,0.0,5 years
27061.0,3600,3600,7.49%,36 months,medical,15.72%,TX,RENT,2500.0,740-744,8,650,0.0,< 1 year
70210.0,11200,11200,15.80%,36 months,debt_consolidation,12.15%,FL,RENT,2666.67,675-679,9,5666,1.0,10+ years
10441.0,4000,3925,11.49%,36 months,other,13.98%,VA,MORTGAGE,4700.0,695-699,7,19310,3.0,
24517.0,6000,6000,13.49%,60 months,debt_consolidation,14.34%,KY,RENT,3458.0,690-694,6,2072,0.0,10+ years
76286.0,17000,17000,13.11%,36 months,debt_consolidation,15.33%,CO,MORTGAGE,10666.67,720-724,18,26539,1.0,10+ years
94792.0,8000,8000,13.11%,36 months,debt_consolidation,6.74%,UT,MORTGAGE,4583.33,665-669,13,9085,1.0,10+ years
4921.0,2800,2800,7.40%,36 months,educational,7.96%,MD,MORTGAGE,4158.0,805-809,12,562,0.0,8 years
56382.0,12375,12375,6.03%,36 months,debt_consolidation,19.24%,PA,MORTGAGE,6750.0,790-794,11,8135,0.0,1 year
82091.0,9600,9600,11.14%,36 months,debt_consolidation,23.62%,CO,MORTGAGE,4389.92,715-719,10,2195,1.0,8 years
72589.0,14400,14400,13.11%,36 months,credit_card,10.75%,CA,RENT,5000.0,680-684,13,19772,0.0,8 years
14073.0,6000,6000,17.56%,60 months,vacation,14.88%,NJ,OWN,4416.67,660-664,9,28349,3.0,10+ years
48356.0,9000,9000,6.03%,36 months,major_purchase,9.29%,NY,MORTGAGE,14166.67,770-774,13,40909,0.0,4 years
20698.0,15000,15000,13.06%,36 months,house,22.69%,FL,MORTGAGE,3750.0,685-689,12,21016,0.0,10+ years
25018.0,13750,13750,19.69%,60 months,medical,22.01%,FL,MORTGAGE,2916.67,665-669,7,4690,2.0,2 years
103622.0,6000,6000,17.19%,60 months,home_improvement,17.80%,VA,MORTGAGE,13625.0,675-679,10,26688,4.0,10+ years
25680.0,12800,12800,11.49%,60 months,home_improvement,20.04%,NC,MORTGAGE,3333.33,720-724,13,24723,0.0,5 years
71671.0,6000,6000,6.03%,36 months,debt_consolidation,7.77%,NY,MORTGAGE,3666.67,780-784,19,6275,1.0,4 years
39314.0,12000,12000,7.51%,36 months,debt_consolidation,13.30%,CA,RENT,7166.67,735-739,16,13715,1.0,4 years
96016.0,12500,12500,13.11%,36 months,credit_card,27.76%,PA,RENT,3416.67,690-694,12,14174,0.0,6 years
37380.0,5000,5000,17.58%,36 months,other,5.33%,AZ,RENT,1800.0,665-669,2,1749,0.0,< 1 year
72539.0,4950,4950,14.33%,36 months,debt_consolidation,8.95%,FL,OWN,2916.67,675-679,11,7931,2.0,6 years
63746.0,30000,30000,13.11%,60 months,other,16.32%,CA,RENT,20416.67,755-759,6,0,0.0,2 years
90871.0,10000,10000,12.12%,36 months,debt_consolidation,13.81%,IL,MORTGAGE,6083.33,670-674,13,19263,1.0,8 years
46022.0,6000,6000,14.65%,36 months,debt_consolidation,11.89%,TX,MORTGAGE,14333.33,670-674,11,31640,1.0,10+ years
46841.0,24000,24000,7.90%,36 months,debt_consolidation,20.87%,TX,MORTGAGE,10166.67,750-754,15,29523,1.0,2 years
20801.0,14000,14000,10.00%,60 months,debt_consolidation,10.40%,NJ,MORTGAGE,11333.33,745-749,6,27477,0.0,4 years
24542.0,6000,6000,7.49%,36 months,credit_card,19.33%,IL,RENT,2100.0,715-719,8,2376,0.0,2 years
76320.0,22400,22400,13.11%,36 months,debt_consolidation,16.08%,PA,RENT,7375.0,690-694,8,9673,0.0,10+ years
43622.0,8000,8000,7.90%,36 months,vacation,0%,NY,RENT,7300.0,795-799,2,0,0.0,10+ years
63810.0,24575,24550,20.49%,36 months,credit_card,19.28%,CO,MORTGAGE,5166.67,665-669,8,23157,0.0,10+ years
104166.0,8000,8000,14.83%,60 months,credit_card,6.29%,NJ,MORTGAGE,4833.33,675-679,8,9676,4.0,6 years
93723.0,10000,10000,14.33%,36 months,debt_consolidation,12.69%,FL,MORTGAGE,7916.67,670-674,11,8271,3.0,6 years
38826.0,29000,27884.92,10.65%,60 months,debt_consolidation,3.90%,NH,MORTGAGE,15000.0,745-749,12,55964,0.0,10+ years
61123.0,5400,5400,6.03%,36 months,credit_card,4.16%,SD,OWN,2333.33,805-809,9,4224,0.0,6 years
75477.0,12375,12375,6.62%,36 months,debt_consolidation,31%,PA,MORTGAGE,3500.0,735-739,16,14037,0.0,2 years
54656.0,30000,30000,16.29%,60 months,debt_consolidation,21.20%,GA,MORTGAGE,6666.67,720-724,14,32854,2.0,10+ years
34996.0,5000,5000,6.03%,36 months,major_purchase,2.92%,NY,RENT,3033.0,770-774,7,3663,0.0,8 years
38741.0,6200,6200,18.64%,60 months,credit_card,10.61%,WA,MORTGAGE,4250.0,670-674,9,5936,3.0,9 years
29942.0,7000,7000,7.49%,36 months,major_purchase,7.26%,PA,OWN,6280.0,750-754,14,353,0.0,4 years
73179.0,29175,29175,21.00%,60 months,credit_card,8.83%,MA,RENT,12500.0,695-699,9,15308,2.0,4 years
29754.0,35000,33645.15,17.49%,60 months,debt_consolidation,6.01%,NY,MORTGAGE,16133.33,725-729,11,32222,0.0,2 years
24598.0,6000,6000,16.89%,60 months,debt_consolidation,9.04%,NY,RENT,2400.0,680-684,7,7261,2.0,2 years
40139.0,35000,35000,12.42%,60 months,debt_consolidation,12.79%,OK,MORTGAGE,12083.33,730-734,15,18385,0.0,< 1 year
3201.0,16400,12136.46,13.79%,36 months,small_business,17.43%,VA,MORTGAGE,6074.17,680-684,14,23831,2.0,1 year
28230.0,8450,8450,13.49%,60 months,major_purchase,12.73%,TX,MORTGAGE,1375.0,775-779,2,0,1.0,2 years
51424.0,18000,18000,17.99%,36 months,debt_consolidation,20.18%,WA,RENT,6916.67,665-669,15,23786,0.0,10+ years
28451.0,12375,12325,13.49%,36 months,debt_consolidation,24.95%,AZ,MORTGAGE,4416.67,675-679,7,32725,0.0,9 years
30070.0,10000,10000,5.42%,36 months,home_improvement,1.69%,CA,MORTGAGE,8000.0,795-799,6,8974,0.0,3 years
98762.0,12000,12000,21.98%,60 months,debt_consolidation,12.94%,OH,MORTGAGE,2866.5,665-669,5,9626,1.0,10+ years
60055.0,5000,5000,7.62%,36 months,other,16.32%,MA,RENT,3750.0,740-744,6,1703,3.0,8 years
34591.0,12000,12000,6.03%,36 months,major_purchase,2.55%,MO,MORTGAGE,3416.67,785-789,6,3732,0.0,10+ years
57677.0,6000,6000,13.99%,36 months,home_improvement,12.98%,WY,MORTGAGE,10000.0,665-669,9,8230,0.0,5 years
24590.0,13000,12975,9.99%,60 months,home_improvement,8.77%,OH,MORTGAGE,10500.0,800-804,8,6810,0.0,10+ years
96693.0,4750,4700,17.27%,36 months,other,18.33%,FL,MORTGAGE,3583.33,755-759,11,2964,2.0,5 years
71481.0,10000,9925,18.49%,36 months,small_business,13.37%,OR,MORTGAGE,11250.0,665-669,13,16740,2.0,10+ years
80956.0,1000,1000,15.31%,36 months,moving,24.65%,NV,OWN,3176.0,675-679,6,10982,2.0,5 years
92077.0,9600,9600,16.29%,36 months,debt_consolidation,26.50%,TX,RENT,5166.67,670-674,14,5639,0.0,3 years
72346.0,3625,3625,14.09%,36 months,debt_consolidation,11.32%,FL,MORTGAGE,3895.0,665-669,9,12251,0.0,10+ years
96897.0,10000,10000,13.11%,36 months,debt_consolidation,8.11%,CO,OWN,3500.0,685-689,11,11401,1.0,10+ years
34644.0,19425,19400,12.42%,60 months,debt_consolidation,18.45%,CA,MORTGAGE,3225.23,745-749,10,6782,1.0,2 years
56674.0,8400,8400,13.67%,36 months,credit_card,17%,TX,RENT,4583.33,695-699,14,20318,2.0,5 years
24980.0,10000,10000,13.99%,36 months,debt_consolidation,18.14%,CA,RENT,4166.67,680-684,9,10545,1.0,3 years
13069.0,6000,6000,13.23%,36 months,debt_consolidation,22.47%,FL,MORTGAGE,9367.0,685-689,13,33815,0.0,1 year
70800.0,10000,10000,14.33%,36 months,debt_consolidation,25.01%,NV,RENT,4666.67,670-674,9,19479,0.0,10+ years
54229.0,6000,6000,12.12%,36 months,debt_consolidation,16.39%,NM,RENT,1312.08,675-679,7,12475,0.0,1 year
89139.0,16000,16000,15.31%,60 months,major_purchase,15.74%,NY,RENT,11250.0,675-679,10,15550,0.0,2 years
91401.0,22000,21925,17.27%,36 months,credit_card,18.02%,CA,MORTGAGE,8666.67,660-664,12,9317,2.0,10+ years
84592.0,13200,13200,19.72%,36 months,credit_card,9.07%,CA,MORTGAGE,5083.33,665-669,5,10771,0.0,10+ years
16548.0,24000,14450,9.99%,60 months,debt_consolidation,8.08%,AL,MORTGAGE,8083.33,765-769,9,13559,0.0,10+ years
3591.0,12250,2200,15.05%,36 months,debt_consolidation,23.80%,GA,MORTGAGE,7416.67,660-664,13,19136,1.0,8 years
91669.0,21000,21000,11.14%,60 months,debt_consolidation,16.18%,NY,MORTGAGE,7083.33,705-709,8,22298,1.0,9 years
66349.0,9000,9000,14.33%,36 months,credit_card,15.36%,CO,MORTGAGE,7083.33,685-689,19,11077,1.0,2 years
59388.0,5000,5000,11.14%,36 months,credit_card,18.30%,OH,RENT,4665.83,690-694,21,4677,0.0,4 years
44394.0,35000,34975,8.90%,36 months,debt_consolidation,17.90%,LA,OWN,8750.0,775-779,8,31600,3.0,< 1 year
85008.0,20000,20000,21.98%,60 months,credit_card,25.48%,NY,OTHER,6416.67,670-674,15,14115,0.0,10+ years
91394.0,12000,11975,7.90%,36 months,debt_consolidation,12.78%,VA,RENT,10000.0,705-709,9,23474,0.0,< 1 year
40061.0,10000,10000,13.49%,36 months,credit_card,22.08%,NY,RENT,6000.0,680-684,8,11088,0.0,3 years
9216.0,10750,10725,13.11%,36 months,debt_consolidation,14.02%,MI,MORTGAGE,4416.67,685-689,6,11525,0.0,10+ years
17731.0,4000,3975,14.83%,36 months,moving,22.09%,CA,RENT,5600.0,680-684,8,7900,1.0,5 years
84394.0,10450,10450,13.11%,36 months,debt_consolidation,21.33%,TX,RENT,2658.83,705-709,10,13371,1.0,10+ years
74496.0,3000,2950,8.90%,36 months,home_improvement,16.80%,NY,MORTGAGE,4166.67,725-729,4,8082,0.0,3 years
78960.0,11000,11000,12.12%,36 months,debt_consolidation,5.83%,CA,MORTGAGE,4583.33,695-699,11,12361,0.0,10+ years
76662.0,7500,7500,13.11%,36 months,debt_consolidation,8.04%,NJ,RENT,2796.8,690-694,4,4788,0.0,7 years
44650.0,10000,10000,10.74%,36 months,debt_consolidation,10.42%,NY,RENT,5000.0,720-724,6,5510,2.0,3 years
44434.0,8000,8000,17.27%,36 months,other,12.20%,MI,RENT,1750.0,665-669,9,5828,0.0,4 years
36760.0,12000,12000,15.27%,60 months,credit_card,16.85%,VA,RENT,4333.33,700-704,15,17997,1.0,< 1 year
28305.0,5000,5000,17.49%,60 months,car,16.71%,PA,RENT,2400.0,670-674,6,2023,1.0,3 years
83591.0,10000,10000,11.14%,36 months,credit_card,11.64%,VA,MORTGAGE,12083.33,715-719,14,38378,1.0,2 years
84575.0,2075,2075,10.16%,36 months,debt_consolidation,22%,SC,RENT,2250.0,700-704,5,7195,0.0,2 years
103448.0,16000,15825,16.82%,36 months,credit_card,20.30%,TX,MORTGAGE,6250.0,665-669,18,30772,5.0,1 year
60833.0,6000,6000,12.12%,36 months,credit_card,30.82%,CT,MORTGAGE,4166.67,695-699,8,13250,1.0,
55999.0,8600,8600,13.99%,36 months,credit_card,9.09%,CA,RENT,4500.0,680-684,6,11183,0.0,5 years
80302.0,16800,16800,7.90%,60 months,debt_consolidation,3.34%,FL,MORTGAGE,10666.67,815-819,7,4757,0.0,10+ years
44003.0,7200,7200,7.51%,36 months,medical,4.43%,NJ,RENT,3000.0,755-759,6,75,1.0,6 years
72532.0,9000,9000,13.11%,36 months,wedding,24.88%,CA,MORTGAGE,5000.0,700-704,12,4621,3.0,6 years
6211.0,10000,9767.84,12.87%,36 months,debt_consolidation,21.28%,GA,MORTGAGE,8333.33,715-719,24,9470,1.0,< 1 year
71064.0,6000,6000,17.27%,60 months,home_improvement,11.20%,TX,MORTGAGE,8750.0,685-689,5,10980,2.0,6 years
62035.0,4000,4000,12.12%,36 months,small_business,18.44%,AL,RENT,2250.0,680-684,7,1955,0.0,< 1 year
46097.0,6400,6400,10.74%,36 months,debt_consolidation,19.23%,DC,RENT,3833.33,690-694,13,10451,0.0,< 1 year
50231.0,3000,3000,18.25%,36 months,debt_consolidation,23.18%,AL,MORTGAGE,4820.0,660-664,23,7949,3.0,7 years
15543.0,1125,1125,5.79%,36 months,credit_card,17.68%,FL,OWN,3083.33,750-754,8,3935,0.0,6 years
84341.0,5000,5000,6.03%,36 months,other,6.11%,TX,MORTGAGE,5416.67,795-799,13,4956,0.0,8 years
39507.0,20000,19975,20.30%,60 months,debt_consolidation,20.91%,AK,OWN,4916.67,665-669,16,32137,2.0,10+ years
84317.0,35000,35000,13.11%,60 months,other,12.02%,CA,MORTGAGE,20833.33,740-744,13,40765,0.0,5 years
77987.0,18000,18000,20.49%,60 months,debt_consolidation,29.25%,CA,RENT,3750.0,675-679,18,8165,0.0,6 years
20433.0,10000,10000,9.63%,36 months,credit_card,17.96%,NY,RENT,7500.0,705-709,8,52045,0.0,10+ years
92965.0,35000,35000,17.27%,60 months,debt_consolidation,15.30%,MA,MORTGAGE,9000.0,700-704,8,41226,1.0,10+ years
71638.0,18000,18000,15.31%,36 months,debt_consolidation,15.56%,NM,MORTGAGE,6666.67,690-694,10,21174,0.0,10+ years
29100.0,20000,19975,18.39%,60 months,debt_consolidation,15.61%,MD,MORTGAGE,7000.0,705-709,6,20642,2.0,10+ years
68581.0,5500,5500,11.14%,36 months,credit_card,32.16%,PA,OWN,1666.67,690-694,7,8826,0.0,3 years
97449.0,35000,35000,22.47%,60 months,debt_consolidation,18.95%,FL,OWN,9583.33,660-664,9,14184,1.0,
78139.0,35000,35000,21.98%,60 months,credit_card,14.68%,NY,RENT,9166.67,695-699,12,37424,0.0,3 years
74944.0,20950,20875,21.49%,60 months,debt_consolidation,27.56%,NY,MORTGAGE,4500.0,675-679,15,24210,1.0,6 years
19701.0,1500,1500,9.63%,36 months,other,16.98%,AZ,MORTGAGE,7725.0,695-699,14,30626,0.0,6 years
52814.0,12000,12000,19.99%,36 months,debt_consolidation,15.16%,KY,RENT,4458.33,660-664,8,13935,1.0,4 years
66454.0,10000,9975,14.33%,36 months,debt_consolidation,13%,CA,MORTGAGE,3625.0,690-694,10,8464,2.0,< 1 year
29410.0,5600,5575,7.49%,36 months,debt_consolidation,24.74%,WA,RENT,2583.0,740-744,6,2454,1.0,2 years
44334.0,11200,11200,13.11%,60 months,debt_consolidation,11.73%,CA,MORTGAGE,3333.33,720-724,8,8747,0.0,10+ years
20640.0,4000,3975,13.43%,36 months,small_business,7.60%,PA,RENT,1750.0,670-674,7,7178,3.0,< 1 year
45821.0,7000,7000,8.90%,36 months,small_business,15.79%,PA,MORTGAGE,4700.0,700-704,12,7012,0.0,1 year
91412.0,18000,18000,6.03%,36 months,debt_consolidation,10.75%,CA,MORTGAGE,7916.67,735-739,13,14007,2.0,7 years
17850.0,5000,5000,12.61%,36 months,debt_consolidation,13.40%,CA,RENT,2000.0,695-699,9,1753,0.0,2 years
15285.0,10000,9975,9.25%,36 months,small_business,5.60%,VA,RENT,4000.0,705-709,7,8528,0.0,< 1 year
26894.0,9800,9800,19.69%,60 months,debt_consolidation,14.89%,RI,MORTGAGE,5340.25,665-669,8,5350,1.0,2 years
102079.0,5100,4950,18.29%,36 months,debt_consolidation,25.67%,NJ,RENT,3000.0,640-644,14,5004,6.0,< 1 year
60684.0,8875,8875,11.14%,36 months,debt_consolidation,31.70%,TX,RENT,2160.0,700-704,19,17422,0.0,10+ years
27607.0,4400,4400,5.99%,36 months,major_purchase,17.93%,PA,OWN,4000.0,765-769,6,9945,1.0,5 years
38688.0,35000,23350,11.71%,60 months,small_business,8.07%,CA,MORTGAGE,7500.0,745-749,6,5660,0.0,3 years
72991.0,3000,3000,18.49%,36 months,credit_card,16.07%,NJ,OWN,2916.67,660-664,9,6403,0.0,< 1 year
36061.0,4800,4800,12.42%,36 months,moving,5.31%,NY,RENT,3500.0,690-694,8,5093,0.0,5 years
40081.0,5375,5375,11.71%,36 months,debt_consolidation,28.75%,KY,MORTGAGE,2166.67,720-724,5,15475,1.0,8 years
30824.0,14000,14000,11.99%,60 months,debt_consolidation,19.52%,TX,MORTGAGE,6333.33,705-709,12,32213,0.0,< 1 year
14118.0,19800,19775,13.23%,36 months,credit_card,20.09%,MO,MORTGAGE,6666.67,730-734,8,31220,0.0,< 1 year
57483.0,13025,13025,13.11%,36 months,credit_card,7.75%,UT,MORTGAGE,4333.33,675-679,6,13029,0.0,10+ years
74764.0,18000,18000,18.49%,36 months,debt_consolidation,20.56%,CA,RENT,9333.33,675-679,12,37526,1.0,6 years
1670.0,2500,2275.77,7.68%,36 months,major_purchase,17.59%,OR,MORTGAGE,3666.67,785-789,6,406,0.0,10+ years
15094.0,5000,4985.44,7.14%,36 months,debt_consolidation,11.40%,CT,OWN,4166.67,755-759,6,16666,1.0,5 years
63651.0,4500,4500,11.14%,36 months,credit_card,9.73%,CT,RENT,2916.67,685-689,13,4265,0.0,4 years
72750.0,15000,15000,8.90%,36 months,debt_consolidation,8.56%,MO,RENT,7500.0,740-744,8,8343,1.0,< 1 year
85468.0,35000,35000,20.49%,60 months,debt_consolidation,11.84%,TX,MORTGAGE,18750.0,715-719,14,41707,2.0,1 year
31815.0,4500,4500,8.49%,36 months,credit_card,2.54%,TX,RENT,2166.67,795-799,2,527,1.0,3 years
75818.0,4500,4500,17.27%,36 months,debt_consolidation,16.59%,PA,RENT,4666.67,675-679,24,893,1.0,3 years
14231.0,1450,1450,7.51%,36 months,other,22.20%,MA,RENT,833.33,740-744,9,709,0.0,
4537.0,6000,6000,14.96%,36 months,small_business,11.55%,TX,RENT,7083.33,760-764,7,5341,0.0,2 years
16023.0,4500,4500,6.54%,36 months,medical,15.82%,NC,MORTGAGE,3250.0,725-729,16,6049,0.0,10+ years
36134.0,14000,14000,6.62%,36 months,debt_consolidation,20.18%,TX,RENT,4583.33,750-754,15,15890,1.0,10+ years
87110.0,15000,15000,6.03%,36 months,debt_consolidation,8.72%,MA,MORTGAGE,12000.0,800-804,17,13151,0.0,2 years
28467.0,22000,14550,10.99%,60 months,debt_consolidation,15.83%,TX,MORTGAGE,5243.75,760-764,18,14115,0.0,2 years
928.0,10000,1300,11.03%,36 months,credit_card,11.03%,GA,MORTGAGE,6666.67,695-699,8,43712,0.0,4 years
84897.0,35000,35000,20.49%,36 months,debt_consolidation,20.82%,TX,MORTGAGE,12333.33,700-704,23,36870,0.0,10+ years
63224.0,10000,10000,20.49%,36 months,debt_consolidation,18.75%,TX,RENT,5250.0,685-689,25,3802,1.0,3 years
103951.0,6000,6000,13.98%,60 months,medical,24.29%,CA,RENT,2400.0,695-699,11,6069,4.0,9 years
72766.0,10000,10000,15.80%,36 months,debt_consolidation,13.10%,AK,MORTGAGE,4458.33,675-679,7,6413,1.0,< 1 year
4843.0,10000,9950,8.94%,36 months,debt_consolidation,13.73%,CO,RENT,3125.0,785-789,5,417,2.0,1 year
101907.0,12000,3639.28,13.30%,36 months,debt_consolidation,12.77%,CA,RENT,3000.0,660-664,15,8480,4.0,6 years
40756.0,9600,9600,14.65%,36 months,credit_card,2.21%,CA,RENT,5833.33,675-679,7,5879,1.0,7 years
27030.0,17800,17775,22.11%,60 months,debt_consolidation,5.86%,NC,RENT,7000.0,660-664,9,6708,0.0,6 years
69983.0,2000,2000,7.62%,36 months,major_purchase,24.69%,TX,MORTGAGE,4333.33,765-769,10,2792,4.0,10+ years
100440.0,18825,18825,21.00%,60 months,debt_consolidation,19.22%,CT,RENT,4583.33,680-684,8,17292,2.0,10+ years
21657.0,3000,2509.17,13.06%,36 months,house,12.06%,NV,RENT,2571.42,705-709,2,0,3.0,6 years
78336.0,2000,2000,13.11%,36 months,debt_consolidation,19.13%,KY,RENT,2916.67,670-674,7,4376,0.0,10+ years
83749.0,9000,9000,17.77%,36 months,debt_consolidation,13.72%,CA,RENT,4583.33,670-674,14,21175,1.0,5 years
96051.0,5750,5750,13.11%,36 months,credit_card,24.24%,NY,RENT,1675.0,705-709,18,8035,0.0,4 years
55598.0,21725,21725,19.22%,60 months,debt_consolidation,22.48%,LA,OWN,3629.58,675-679,7,19685,0.0,10+ years
92347.0,20000,20000,7.90%,36 months,debt_consolidation,33.28%,NY,RENT,8666.67,725-729,9,33067,0.0,3 years
34650.0,15350,15325,13.49%,60 months,debt_consolidation,28.63%,WA,MORTGAGE,3200.0,730-734,6,9946,1.0,10+ years
63101.0,8400,8400,14.33%,36 months,debt_consolidation,11.61%,CA,RENT,3333.33,670-674,11,2060,0.0,< 1 year
29797.0,4500,4500,7.49%,36 months,credit_card,27.63%,OR,RENT,2700.0,720-724,13,9341,0.0,4 years
58924.0,9950,9950,15.31%,36 months,wedding,7.84%,CA,RENT,2833.33,675-679,7,4904,2.0,
42772.0,15000,15000,7.90%,36 months,debt_consolidation,20.75%,IL,MORTGAGE,2583.33,725-729,10,9608,0.0,3 years
8626.0,10000,9850,10.99%,36 months,other,19.23%,VA,MORTGAGE,9150.0,705-709,16,43256,2.0,10+ years
1677.0,8000,3862.32,12.21%,36 months,other,13.29%,GA,MORTGAGE,12500.0,695-699,10,93265,1.0,10+ years
35161.0,3000,3000,6.03%,36 months,debt_consolidation,11.03%,NY,MORTGAGE,7500.0,765-769,13,10585,0.0,
64339.0,15000,15000,14.33%,36 months,debt_consolidation,27.25%,TX,MORTGAGE,7500.0,680-684,13,27872,0.0,10+ years
100635.0,12700,12700,17.77%,36 months,debt_consolidation,23.94%,AL,MORTGAGE,3333.33,685-689,14,9655,3.0,
