REF_NO,children,age_band,status,occupation,occupation_partner,home_status,family_income,self_employed,self_employed_partner,year_last_moved,TVarea,post_code,post_area,Average Credit Card Transaction,Balance Transfer,Term Deposit,Life Insurance,Medical Insurance,Average A/C Balance,Personal Loan,Investment in Mutual Fund,Investment Tax Saving Bond,Home Loan,Online Purchase Amount,Revenue Grid,gender,region,Investment in Commudity,Investment in Equity,Investment in Derivative,Portfolio Balance
8279,1,45-50,Partner,Housewife,Professional,Own Home,"<10,000, >= 8,000",No,No,1986,Granada,M29 7BJ,M29,0,0,0,100.42,0,57.95,207.29,27.98,0.2,0,0,2,Female,North West,20.08,48.9,65.64,158.94
8281,1,26-30,Partner,Secretarial/Admin,Professional,Own Home,"<27,500, >=25,000",No,No,1996,Central,HR6 8BW,HR6,0,17.98,0,58.95,19.97,127.38,11.99,79.9,33.43,7.48,22.46,2,Female,West Midlands,19.38,47.11,55.27,60.45
8282,Zero,51-55,Partner,Retired,Retired,Own Home,"<12,500, >=10,000",No,No,1988,Granada,WN2 4PH,WN2,0,0,0,0,0,12.48,0,0,0,0,0,2,Female,North West,0,2.08,2.08,51.11
8283,1,41-45,Partner,Unknown,Retired,Own Home,"<27,500, >=25,000",No,No,1973,Carlton,SM4 4EU,SM4,50.48,0,219.9,0,18.97,0,31.98,0,0,0,0,2,Female,South East,57.87,5.33,8.49,97.11
8284,Zero,61-65,Partner,Retired,Retired,Own Home,"<15,000, >=12,500",No,No,1969,Meridian,L7 7NZ,L7,30.98,86.96,91.95,96.48,11.98,173.84,17.99,233.46,3,0,14.99,1,Male,North West,63.67,73.88,89.46,207.45
8285,Zero,51-55,Widowed,Housewife,Manual Worker,Own Home,"< 4,000",No,No,1975,Carlton,WA5 4HA,WA5,0,0,0,39.49,0,0,0,0,0,0,0,2,Female,North West,7.9,0,6.58,4.09
8288,Zero,61-65,Partner,Retired,Retired,Own Home,"< 8,000, >= 4,000",No,No,1958,Tyne Tees,TS17 6HN,TS17,0,0,0,12.96,0,0,174.75,0,0,19.7,0,2,Female,North,2.59,32.41,31.29,26.08
8290,Zero,51-55,Partner,Unknown,Professional,Own Home,"<30,000, >=27,500",Yes,No,1993,Scottish TV,FK2 7HN,FK2,0,44.99,0,13.47,27.47,85.44,0,0,19.49,0,12.98,2,Male,Scotland,17.19,19.65,24.31,124.26
8291,3,31-35,Partner,Manual Worker,Manual Worker,Own Home,"<17,500, >=15,000",No,No,1996,Meridian,M30 4YT,M30,0,0,0,0,0,1.99,0,51.46,0,0,0,2,Female,North West,0,8.91,8.91,9.45
8292,3,31-35,Partner,Professional,Professional,Own Home,"<30,000, >=27,500",No,No,1990,Yorkshire,YO26 9RP,YO26,208.96,0,0.01,46.47,9.99,42.46,61.93,94.38,0,0,0,1,Female,Unknown,53.09,33.13,42.54,120.8
8293,2,31-35,Partner,Secretarial/Admin,Other,Own Home,"<27,500, >=25,000",No,No,1996,Meridian,M12 5QT,M12,0,21.99,0,155.88,26.96,127.21,121.39,77.94,0,4.49,0,2,Female,North West,40.97,55.17,84.9,176.11
8294,Zero,55-60,Partner,Professional,Retired,Own Home,"<25,000, >=22,500",No,No,1961,Central,B73 6TQ,B73,0,0,82.97,55.98,0,67.96,0,119.42,24.99,0,0,2,Female,West Midlands,27.79,35.4,44.73,145.2
8295,Zero,55-60,Partner,Professional,Retired,Own Home,"<15,000, >=12,500",No,No,1977,HTV,BS26 2DF,BS26,0,279.92,0,17.03,0,3,0,0,3.24,0,0,2,Female,South West,59.39,1.04,3.88,40.82
8296,Zero,71+,Widowed,Retired,Unknown,Own Home,"< 8,000, >= 4,000",No,No,1996,Meridian,SO30 2SB,SO30,0,69.45,44.48,29.99,34.99,11.99,0,9.49,2.49,0,2.99,2,Female,South East,35.78,4.49,14.83,26.1
8297,3,31-35,Partner,Professional,Unknown,Own Home,">=35,000",No,Yes,1990,Carlton,GU14 6NE,GU14,96.94,21.49,117.47,77.46,69.47,24.98,0,135.93,0,0,5.49,2,Male,South East,76.57,27.73,51.31,170.31
8298,1,51-55,Partner,Professional,Professional,Own Home,"<30,000, >=27,500",No,No,1982,Meridian,BN2 6WH,BN2,0,15.98,0,78.96,0,19.99,0,0,0,0,0,2,Female,South East,18.99,3.33,16.49,50.55
8300,Zero,71+,Widowed,Retired,Unknown,Own Home,"<30,000, >=27,500",No,No,1961,Carlton,SL4 5UN,SL4,0,0.01,0,0,0,0.01,0,41.46,0,0,0,2,Male,South East,0,6.91,6.91,0.73
8303,1,36-40,Partner,Secretarial/Admin,Professional,Own Home,"<30,000, >=27,500",No,No,1994,Scottish TV,EH48 1DN,EH48,0,19.99,0,62.47,0,0.01,0,0,0,11.73,0,2,Female,Scotland,16.49,1.96,10.41,52.58
8305,2,31-35,Partner,Unknown,Business Manager,Own Home,"<25,000, >=22,500",No,No,1987,Carlton,KT12 4ND,KT12,0,71.97,86.96,24.49,0,0,0,14.98,24.48,0,14.47,2,Female,South East,36.68,8.99,10.66,74.59
8306,Zero,71+,Partner,Retired,Retired,Own Home,"<25,000, >=22,500",No,No,1986,Carlton,WA7 5QR,WA7,17.47,0,19.99,150.83,0,30.42,0,92.34,20.12,0,0,2,Female,North West,37.66,23.81,48.95,109.21
8307,Zero,45-50,Divorced/Separated,Professional,Unknown,Own Home,">=35,000",Yes,No,1987,Carlton,TW10 7UE,TW10,149.49,0,0,0,9.99,37.98,0,7.98,0,0,0,2,Male,South East,31.9,7.66,9.33,10.64
8308,Zero,61-65,Widowed,Retired,Unknown,Own Home,"<22,500, >=20,000",No,No,1962,Tyne Tees,NE12 8BP,NE12,0,0,0,0,0,39.98,0,0,0,0,0,2,Male,North,0,6.66,6.66,53.33
8309,2,36-40,Partner,Other,Business Manager,Own Home,">=35,000",No,No,1993,Central,B63 1AA,B63,188.95,0,0,0,5.99,0,0,18.98,0,0,0,1,Female,West Midlands,38.99,3.16,4.16,38.38
8310,Zero,61-65,Widowed,Retired,Unknown,Own Home,"<10,000, >= 8,000",No,No,1978,Carlton,UB8 2XG,UB8,17.98,0,0,64.48,9.99,58.98,0,11.99,0,0,0,2,Female,South East,18.49,11.83,24.24,4.09
8311,Zero,31-35,Single/Never Married,Professional,Business Manager,Own Home,">=35,000",No,No,1993,Central,LE15 7JS,LE15,20,45.01,79.19,4.13,0,15,0,9.99,0,0,0,2,Male,East Midlands,29.67,4.17,4.85,24.92
8312,1,26-30,Partner,Housewife,Professional,Own Home,"<25,000, >=22,500",No,No,1994,Carlton,WA7 2BX,WA7,6.99,61.55,25.51,241.12,35.46,0.51,10,16,2.99,9.98,0,1,Female,North West,74.13,6.58,51.01,140.11
8313,Zero,45-50,Partner,Manual Worker,Manual Worker,Own Home,">=35,000",No,No,1972,Tyne Tees,TS24 9QJ,TS24,0,36.93,0,161.89,0,39.97,0,49.47,0,9.46,9.99,2,Female,North,39.76,18.15,41.89,107.23
8314,2,36-40,Partner,Professional,Professional,Own Home,">=35,000",No,No,1997,Yorkshire,S18 1RJ,S18,0,0,0,5.99,0,48.48,0,0,0,0,0,2,Female,East Midlands,1.2,8.08,9.08,51.46
8315,2,36-40,Partner,Housewife,Professional,Own Home,"<27,500, >=25,000",No,No,1988,Yorkshire,S73 9RF,S73,0,27.99,0,8.99,0,0,0,59.45,0,0,0,2,Female,Unknown,7.4,9.91,11.41,17.72
8316,Zero,51-55,Widowed,Retired,Unknown,Own Home,"< 4,000",No,No,1993,Yorkshire,YO13 9LR,YO13,0,29.47,10,11.94,4.99,9.43,0,10.95,0,0,0,2,Female,Unknown,11.28,3.4,6.22,-9.31
8317,1,41-45,Partner,Manual Worker,Business Manager,Own Home,"<30,000, >=27,500",No,No,1988,Tyne Tees,DH2 2JY,DH2,0,25.99,35,14.49,0,37.98,0,7.99,0,0,189.95,1,Female,North,15.1,39.32,10.08,31.28
8318,1,36-40,Partner,Professional,Professional,Own Home,">=35,000",No,No,1993,Anglia,NN16 9SR,NN16,0,173.93,0,77.96,0,0,131.39,0,5.48,0,59.96,2,Female,East Midlands,50.38,32.81,35.81,118.12
8319,2,Unknown,Partner,Professional,Professional,Own Home,">=35,000",No,No,1988,Granada,BB5 5PS,BB5,0,24.49,0,19.99,0,0,22.47,0,0,0,3.99,2,Female,North West,8.9,4.41,7.08,56.43
8320,2,36-40,Partner,Housewife,Manual Worker,Own Home,"<22,500, >=20,000",No,No,1987,Carlton,SS9 4LR,SS9,0,119.96,0,319.86,0,114.92,0,0,0,0,0,2,Female,South East,87.96,19.15,72.46,163.63
8322,1,45-50,Partner,Business Manager,Professional,Own Home,">=35,000",No,No,1985,Scottish TV,G74 4JF,G74,0,0,39.98,0,0,9.99,110.43,39.98,0,0,14.49,2,Male,Scotland,8,29.15,26.73,75.07
8323,Zero,36-40,Single/Never Married,Unknown,Unknown,Rent Privately,"<22,500, >=20,000",No,No,1993,Carlton,SW18 4XG,SW18,32.47,0,0,0,0,0,0,0,0,0,10.99,2,Male,South East,6.49,1.83,0,13.41
8324,Zero,61-65,Partner,Retired,Business Manager,Own Home,"<27,500, >=25,000",No,No,1978,Meridian,BH18 9JB,BH18,0,0,0,0,34.46,0,0,0,0,0,0,2,Female,South West,6.89,0,5.74,17.69
8325,Zero,61-65,Partner,Retired,Retired,Own Home,"<15,000, >=12,500",No,No,1958,Unknown,NP10 9GH,NP10,11.48,129.48,34.98,0,6.99,33.97,0,0,0,0,0,2,Female,Unknown,36.59,5.66,6.83,34.94
8327,Zero,22-25,Single/Never Married,Other,Unknown,Own Home,"<17,500, >=15,000",No,No,1998,Central,B77 1NT,B77,0,0,0,0,0,0,0,35.48,0,0,0,2,Female,West Midlands,0,5.91,5.91,6.77
8328,1,31-35,Partner,Unknown,Unknown,Own Home,"<27,500, >=25,000",No,No,1996,Yorkshire,WF10 4NY,WF10,0,0,0,17.99,0,9.99,0,33.98,0,3.49,4.99,2,Female,Unknown,3.6,8.74,10.33,23.38
8329,Zero,61-65,Partner,Retired,Retired,Own Home,"<10,000, >= 8,000",No,No,1955,Yorkshire,S26 4TS,S26,0,0,37.48,0,55.96,4.99,0,0,0,0,0,2,Female,Unknown,18.69,0.83,10.16,35.54
8330,2,26-30,Partner,Housewife,Business Manager,Own Home,"<27,500, >=25,000",No,No,1994,Granada,M41 9PF,M41,0,46.97,0,20.98,0,85.96,0,89.41,0,0,0,2,Female,North West,13.59,29.23,32.73,86.19
8331,Zero,22-25,Partner,Professional,Professional,Own Home,"<30,000, >=27,500",No,No,1998,Ulster,BT39 9FP,BT39,0,0,0,0,0,9.98,11.48,105.41,0.65,4.99,39.48,2,Female,Northern Ireland,0,28.67,21.25,47.45
8332,3,41-45,Partner,Housewife,Professional,Own Home,">=35,000",No,No,1997,TV South West,TR1 3JG,TR1,0,0,0,0,10.49,0,0,0,0,0,0,2,Female,South West,2.1,0,1.75,-14.69
8333,Zero,61-65,Partner,Retired,Retired,Own Home,"<10,000, >= 8,000",No,No,1996,Central,WR5 2QP,WR5,0,0,0,0,0,11.99,0,0,0,0,0,2,Male,West Midlands,0,2,2,-8.75
8334,1,31-35,Partner,Housewife,Professional,Own Home,">=35,000",No,No,1993,Scottish TV,EH49 6SF,EH49,41.45,19.48,132.42,137.88,96.35,7.99,88.94,37.97,0,0,0,2,Female,Scotland,85.52,22.48,61.52,195.77
8336,Zero,31-35,Partner,Professional,Professional,Own Home,"<25,000, >=22,500",No,No,1996,Tyne Tees,TS22 5RT,TS22,10,7.49,0,45.47,11.48,20.46,0,34.96,0,0,0,2,Female,North,14.89,9.24,18.73,42.73
8338,Zero,65-70,Partner,Retired,Retired,Own Home,"<12,500, >=10,000",No,No,1993,Meridian,WA19 6PU,WA19,59.95,139.46,278.42,53.99,33.96,28.93,2.99,17.98,0,0,69.99,2,Male,North West,113.16,19.98,22.98,152.87
8339,2,26-30,Partner,Business Manager,Manual Worker,Own Home,">=35,000",No,No,1997,Tyne Tees,NE66 2NQ,NE66,0,82.91,81.93,134.31,5.99,39.97,56.7,70.93,1,0,28.99,2,Female,North,61.03,32.93,51.48,162.22
8340,1,45-50,Partner,Business Manager,Business Manager,Own Home,"<27,500, >=25,000",No,No,1988,Central,LE8 5SH,LE8,0,0,0,0,0,0,49.46,0,0,0,0,2,Female,East Midlands,0,8.24,8.24,29.19
8341,Zero,55-60,Partner,Retired,Retired,Own Home,"<10,000, >= 8,000",No,No,1992,Central,TF2 8NT,TF2,4.99,93.95,124.97,27.99,49.48,93.37,0,27.47,0,29.98,0,2,Female,West Midlands,60.28,25.14,33.05,86.21
8343,Zero,71+,Widowed,Housewife,Unknown,Own Home,"<12,500, >=10,000",No,No,1993,Tyne Tees,NE24 2EX,NE24,0,29.99,0,0,24.99,0,0,0,0,2.24,0,2,Female,North,11,0.37,4.17,-7.94
8344,Zero,61-65,Partner,Secretarial/Admin,Professional,Own Home,">=35,000",No,Yes,1967,Central,DY9 0RF,DY9,0.51,49.97,13.98,42.44,9.49,18.95,3,17.47,23.45,0,4.49,2,Female,West Midlands,23.28,11.23,19.13,43.19
8345,2,31-35,Partner,Secretarial/Admin,Manual Worker,Rent Privately,"<22,500, >=20,000",No,No,1997,HTV,CF62 4JF,CF62,21.49,0,0,62.95,24.99,14.99,51.96,40.96,9.48,0,7.98,2,Female,Wales,21.89,20.9,34.22,49.96
8346,2,36-40,Partner,Secretarial/Admin,Manual Worker,Own Home,"<20,000, >=17,500",No,Yes,1984,Carlton,HP1 1TY,HP1,0,0,25,0,25.27,63.03,33.95,47.43,10.48,9.98,368.47,1,Female,South East,10.05,88.89,30.03,154.45
8347,1,41-45,Partner,Professional,Manual Worker,Own Home,"<27,500, >=25,000",No,No,1974,Anglia,CB2 4BW,CB2,32.47,0,0,0,9.99,0,9.99,38.98,4.99,17.46,9.99,2,Female,East Anglia,8.49,13.57,10.66,-3.54
8348,Zero,45-50,Partner,Housewife,Secretarial/Admin,Own Home,"<15,000, >=12,500",No,No,1982,Meridian,CT6 7UH,CT6,67.99,0,0,145.94,22.47,34.99,0,15.99,0,0,0,2,Female,South East,47.28,8.5,36.57,50.62
8349,Zero,65-70,Partner,Retired,Retired,Own Home,"<30,000, >=27,500",No,No,1989,Granada,LL18 6DT,LL18,0,218.4,27.99,79.93,0,74.95,35.48,55.45,0,12.97,0,2,Male,Wales,65.26,29.81,40.97,153.2
8350,1,45-50,Partner,Secretarial/Admin,Professional,Own Home,"<25,000, >=22,500",No,Yes,1977,Tyne Tees,TS11 8JS,TS11,0,0,0,80.45,41.95,11.99,34.47,0,32.48,0,23.99,1,Female,North,24.48,17.16,33.56,65.11
8351,Zero,51-55,Partner,Secretarial/Admin,Retired,Own Home,"<27,500, >=25,000",No,No,1988,Meridian,SO32 1RP,SO32,24.99,0,0,0,0,39.48,0,25.48,0,0,40.45,2,Female,South East,5,17.57,10.83,72.64
8352,Zero,26-30,Partner,Professional,Secretarial/Admin,Own Home,">=35,000",No,No,1998,HTV,BS21 5HS,BS21,15.48,31.48,119.96,23.48,49.9,5.49,0,56.93,9.99,7.23,0,2,Male,South West,48.06,13.27,24.3,55.15
8353,Zero,65-70,Widowed,Professional,Unknown,Own Home,"<27,500, >=25,000",Yes,No,1995,Carlton,SW1V 2NB,SW1V,15.48,79.47,77.46,163.93,128.9,64.42,0,114.88,0,0,63.99,2,Female,South East,93.05,40.55,78.69,219.28
8354,Zero,55-60,Partner,Unknown,Unknown,Own Home,"<22,500, >=20,000",Yes,Yes,1984,Central,B74 2SE,B74,269.45,0,0.51,0,36.95,0,13.98,19.48,0,0,40.46,1,Female,West Midlands,61.38,12.32,11.74,47.6
8355,Zero,51-55,Partner,Manual Worker,Retired,Own Home,"<12,500, >=10,000",No,No,1965,Yorkshire,S43 1NU,S43,115.41,68.97,61.48,49.99,45.49,35.97,0,45.47,2,1.49,15,2,Female,East Midlands,68.27,16.66,29.82,163.02
8356,Zero,51-55,Partner,Housewife,Manual Worker,Own Home,"<27,500, >=25,000",No,No,1987,Carlton,GU14 8NZ,GU14,0,0,34.49,0,13.48,0,0,3.74,0,3,0,2,Female,South East,9.59,1.12,2.87,-15.13
8357,Zero,22-25,Partner,Secretarial/Admin,Secretarial/Admin,Own Home,"<27,500, >=25,000",No,No,1998,Unknown,NE23 3LW,NE23,0,59.48,0,77.46,0,158.9,0,61.41,15.95,4.99,0,2,Female,Unknown,27.39,40.21,52.29,103.75
8358,Zero,22-25,Single/Never Married,Professional,Unknown,Own Home,"<27,500, >=25,000",No,No,1997,Scottish TV,EH49 6JE,EH49,0,74.49,0,17.99,0,0,0,0,0,0,0,2,Female,Scotland,18.5,0,3,6.15
8361,Zero,71+,Partner,Retired,Retired,Own Home,"< 8,000, >= 4,000",No,No,1977,Carlton,SL6 5JE,SL6,0,0,0,0,6.99,0,0,0,0,0,0,2,Female,South East,1.4,0,1.17,31.24
8362,Zero,55-60,Partner,Retired,Retired,Own Home,"<17,500, >=15,000",No,No,1982,Meridian,PR14 9QU,PR14,0,0,0,0,0,0,0,127.88,0,0,0,2,Male,North West,0,21.31,21.31,4.48
8363,Zero,45-50,Partner,Other,Business Manager,Own Home,"<27,500, >=25,000",No,No,1979,Yorkshire,WF2 7SE,WF2,20.01,0,50.48,0,0,0,0,0,0,0,0,2,Female,Unknown,14.1,0,0,-60.05
8364,3,36-40,Partner,Other,Manual Worker,Own Home,"<15,000, >=12,500",No,No,1989,Meridian,ME8 0NN,ME8,0,0,0,145.44,0,0,0,0,0,0,0,2,Female,South East,29.09,0,24.24,45.41
8365,Zero,55-60,Partner,Retired,Retired,Own Home,"<10,000, >= 8,000",No,No,1965,Yorkshire,S65 3HW,S65,0,19.48,24.99,119.91,14.49,29.48,8.49,70.43,39.97,6.99,0,1,Female,Unknown,35.77,25.89,47.13,164.94
8366,Zero,55-60,Divorced/Separated,Professional,Unknown,Rent Privately,"<27,500, >=25,000",No,No,1992,Carlton,CR0 6TS,CR0,4.99,64.98,0,106.94,0,85.93,0,26.47,20.99,5.99,3.99,2,Female,South East,35.38,23.9,40.06,63.08
8367,Zero,36-40,Partner,Business Manager,Professional,Own Home,">=35,000",No,No,1988,Tyne Tees,NE61 2XN,NE61,0,0,0,0,0,0,0,11.49,0,0,0,2,Female,North,0,1.92,1.92,-48.94
8368,Zero,41-45,Partner,Housewife,Unknown,Own Home,">=35,000",No,Yes,1986,Ulster,BT26 6PG,BT26,0,0,43.98,80.47,0,38.97,0,37.87,0,3.5,2.49,2,Female,Northern Ireland,24.89,13.81,26.22,29.93
8370,Zero,55-60,Partner,Retired,Retired,Own Home,"<25,000, >=22,500",No,No,1990,Granada,CH5 3TB,CH5,191.43,0,409.83,20.98,94.87,9.99,156.42,342.77,3.49,3.23,30.47,2,Male,Wales,143.42,91.06,104.75,366.18
8371,Zero,71+,Partner,Retired,Retired,Own Home,"<22,500, >=20,000",No,No,1988,Meridian,M43 7BR,M43,0,0,0,0,40.96,0,0,86.44,0,0.99,23.48,2,Female,North West,8.19,18.49,21.23,54.93
8372,Zero,51-55,Partner,Other,Retired,Own Home,"<12,500, >=10,000",No,No,1983,Central,M13 6BX,M13,9.99,0,34.49,72.43,24.97,84.46,0,40.97,9.49,0,13.99,2,Female,North West,28.38,24.82,38.72,121.55
8373,Zero,45-50,Partner,Professional,Other,Own Home,"<27,500, >=25,000",Yes,No,1979,Carlton,KT17 3EQ,KT17,0,0,0,25.99,0,0,72.94,0,0,0,0,2,Male,South East,5.2,12.16,16.49,65.05
8374,1,45-50,Partner,Manual Worker,Secretarial/Admin,Own Home,"<27,500, >=25,000",No,No,1986,Yorkshire,DN40 3NL,DN40,94.15,262.44,175.91,283.34,51.96,80.46,0,96.42,6,8.99,0,2,Male,Unknown,173.56,31.98,86.36,282.63
8375,1,36-40,Partner,Professional,Housewife,Own Home,"<27,500, >=25,000",No,No,1997,Central,L22 5TY,L22,0,0,94.47,0,20.98,0,0,0,0,0,0,2,Female,North West,23.09,0,3.5,17.27
8376,2,45-50,Divorced/Separated,Professional,Unknown,Own Home,"<27,500, >=25,000",No,No,1988,Tyne Tees,DH2 2LX,DH2,0,120.45,0,117.44,4.49,76.47,84.93,0,0,0,0,2,Female,North,48.48,26.9,47.22,68.95
8378,Zero,22-25,Partner,Secretarial/Admin,Business Manager,Own Home,"<30,000, >=27,500",No,No,1996,Granada,LA3 2AP,LA3,0,80.46,0,39.02,0,35,38.96,0,0,0,31.98,2,Female,North West,23.9,17.66,18.83,60.66
8379,Zero,45-50,Partner,Professional,Secretarial/Admin,Own Home,"<27,500, >=25,000",No,No,1991,TV South West,TR11 5HQ,TR11,6.99,0,0,0,0,0,0,0,0,0,0,2,Female,South West,1.4,0,0,7.39
8380,Zero,41-45,Partner,Secretarial/Admin,Manual Worker,Own Home,"<15,000, >=12,500",No,No,1988,Meridian,CT8 8NJ,CT8,0,0,0,0,12.48,0,0,0,7.99,0,0,2,Female,South East,2.5,1.33,3.41,21.26
8381,Zero,Unknown,Partner,Professional,Business Manager,Own Home,">=35,000",No,No,1996,Meridian,RG31 6GB,RG31,4.49,0,154.92,0,9.49,0,6.49,20.97,0,0,0,2,Female,South East,33.78,4.58,6.16,44.79
8382,Zero,45-50,Partner,Professional,Manual Worker,Own Home,"<10,000, >= 8,000",No,Yes,1907,Yorkshire,WF3 4EG,WF3,0,22.99,64.99,11.49,0,85.94,18.99,81.45,7,0,0,2,Female,Unknown,19.89,32.23,34.15,102.83
8383,Zero,22-25,Partner,Business Manager,Professional,Unclassified,"<30,000, >=27,500",No,No,1999,Yorkshire,S80 3BP,S80,0,14.99,0,42.96,0,14.99,0,0,0,0,0,2,Female,East Midlands,11.59,2.5,9.66,50.1
8384,2,36-40,Partner,Professional,Professional,Own Home,">=35,000",Yes,Yes,1995,Central,DY5 2NX,DY5,0,11.99,0,0,0,0,0,0,0,0,0,2,Female,West Midlands,2.4,0,0,14.67
8385,Zero,31-35,Divorced/Separated,Professional,Unknown,Own Home,">=35,000",No,No,1996,Anglia,CB2 5PR,CB2,0,0,0,0,0,0,0,0,17.47,11.46,0,2,Male,East Anglia,0,4.82,2.91,9.74
8386,3,41-45,Partner,Manual Worker,Professional,Own Home,"<20,000, >=17,500",No,No,1992,Carlton,UB6 0BS,UB6,0,29.99,49.46,78.45,57.45,83.47,0,0,0,0,13.99,2,Male,South East,43.07,16.24,36.56,100.08
8387,Zero,55-60,Partner,Professional,Retired,Own Home,"<20,000, >=17,500",No,No,1959,Central,WS13 6DA,WS13,0,0,0,0,0,0,0,0,0,0,0,2,Female,West Midlands,0,0,0,23.55
8388,Zero,71+,Widowed,Retired,Unknown,Own Home,"<10,000, >= 8,000",No,No,1998,Anglia,PR4 4XR,PR4,19.99,143.95,34.99,111.95,0,57.47,0,41.43,0,0,0,2,Female,North West,62.18,16.48,35.14,93.94
8389,Zero,45-50,Partner,Other,Other,Own Home,"<22,500, >=20,000",No,No,1998,Meridian,L36 9LS,L36,0,99.48,14.48,33.98,6.99,49.98,0,0,0,0,0,2,Male,North West,30.99,8.33,15.16,73.05
8390,Zero,55-60,Partner,Professional,Business Manager,Own Home,"<27,500, >=25,000",No,No,1971,Carlton,M14 7NQ,M14,0,22,39.48,105.44,0,3.49,0.52,48.96,4.99,3.99,0,2,Female,North West,33.38,10.33,27.23,33.42
8391,Zero,51-55,Partner,Professional,Professional,Own Home,">=35,000",No,No,1983,Yorkshire,S40 3RQ,S40,130.42,24.99,59.99,98.43,52.46,0,65.92,47.96,0,0,26.48,2,Female,East Midlands,73.26,23.39,44.13,130.87
8392,2,31-35,Partner,Student,Professional,Own Home,"<27,500, >=25,000",No,No,1989,Yorkshire,BD16 4EW,BD16,29.48,75.98,98.99,116.44,0,53.92,29.99,85.42,3.99,0,0,2,Female,Unknown,64.18,28.89,48.29,104.7
8393,Zero,55-60,Partner,Unknown,Unknown,Own Home,"<10,000, >= 8,000",No,No,1983,Central,WR12 7QW,WR12,11.49,78.46,163.89,605.57,87.74,83.45,217.35,72.9,36.93,12,51.92,2,Female,West Midlands,189.43,79.09,183.99,442.32
8394,Zero,36-40,Divorced/Separated,Business Manager,Unknown,Own Home,"<25,000, >=22,500",No,No,1992,Meridian,L12 2LB,L12,0,0.01,0,27.48,0,3.49,0,63.96,0,0,0,2,Female,North West,5.5,11.24,15.82,9.75
8396,3,36-40,Partner,Professional,Professional,Own Home,">=35,000",No,No,1994,Anglia,WA7 0RD,WA7,0,96.96,0,222.35,0,138.41,0,113.9,0,50.93,4.97,2,Female,North West,63.86,51.37,79.11,212.68
8397,Zero,51-55,Partner,Retired,Retired,Own Home,"<15,000, >=12,500",No,No,1965,Yorkshire,DN12 3EH,DN12,14.48,294.83,6.04,105.4,81.94,286.81,25.99,62.92,8.99,86.37,616.95,1,Female,Unknown,100.54,181.34,95.34,345.73
8398,Zero,61-65,Widowed,Retired,Unknown,Own Home,"<27,500, >=25,000",No,No,1999,HTV,SN10 5QF,SN10,0,34.97,0,41.96,0,2.49,88.93,0,2.99,0,0,2,Female,South West,15.39,15.74,22.73,80.97
8399,Zero,45-50,Partner,Secretarial/Admin,Manual Worker,Own Home,"<20,000, >=17,500",No,Yes,1982,Anglia,CO15 3JE,CO15,0,0,0,31.98,0,18.96,0,0,0,0,0,2,Female,South East,6.4,3.16,8.49,-4.7
8400,Zero,65-70,Partner,Retired,Retired,Own Home,"<22,500, >=20,000",No,No,1964,HTV,BA20 2LH,BA20,34.49,0,39.99,0,85.47,0,0,0,0,0,0,2,Male,South West,31.99,0,14.25,29.96
8401,2,26-30,Partner,Professional,Professional,Own Home,">=35,000",No,No,1998,Ulster,BT20 4NF,BT20,0,0,44.47,0.01,58.96,30.95,0,83.91,20.99,0,0,2,Female,Northern Ireland,20.69,22.64,32.47,30.57
8403,2,31-35,Partner,Professional,Housewife,Own Home,"<30,000, >=27,500",No,No,1998,Carlton,CM23 4EF,CM23,0,0,0,135.46,0,0,30.97,0,7.97,30.96,14.99,2,Male,South East,27.09,14.15,29.07,-2.78
8404,Zero,51-55,Partner,Other,Manual Worker,Own Home,"<27,500, >=25,000",No,Yes,1986,Granada,M33 5WL,M33,34.49,0.01,59.98,142.45,0,0,0,17.99,0,0,2.48,1,Female,North West,47.39,3.41,26.74,-1.35
8405,Zero,45-50,Partner,Secretarial/Admin,Manual Worker,Own Home,"<30,000, >=27,500",No,No,1967,Meridian,BH24 1FD,BH24,0,0,0,0,15.49,0,293.18,0,0,0,0,2,Female,South East,3.1,48.86,51.45,167.23
8406,Zero,45-50,Divorced/Separated,Secretarial/Admin,Unknown,Own Home,">=35,000",No,No,1997,Carlton,SL6 3XJ,SL6,0,0.01,0,11.46,0,6.98,0,7.99,0,3.99,0,2,Female,South East,2.29,3.16,4.41,5.8
8407,3,41-45,Partner,Professional,Professional,Own Home,">=35,000",No,No,1985,HTV,SA3 4SE,SA3,0,0,0,17.99,0,17.99,0,17.99,19.99,0,0,2,Male,Wales,3.6,9.33,12.33,-21.18
8409,1,36-40,Divorced/Separated,Professional,Unknown,Own Home,"<10,000, >= 8,000",No,No,1991,Central,NG24 3RD,NG24,19.49,25.99,24.49,61.47,49.94,0,0,65.96,0,0,0,2,Female,East Midlands,36.28,10.99,29.56,72.27
8410,3,31-35,Partner,Business Manager,Housewife,Own Home,">=35,000",No,No,1995,HTV,BS32 8DY,BS32,19.99,0,0,0,0,0,0,0,0,0,0,2,Male,South West,4,0,0,-41.19
8411,Zero,55-60,Partner,Retired,Retired,Rent from Council/HA,"< 8,000, >= 4,000",No,No,1985,Tyne Tees,TS25 3HR,TS25,114.97,120.48,0,49.97,32.46,34.97,0,0,0,15.98,0,2,Female,North,63.58,8.49,19.57,64.26
