cust_id,state,area_code,bill_date,bill_type,invoice_id,invoice_amount,invoice_init_date,invoice_final_date,invoice_settled_date,disputed,days_to_settle,days_late
5920-DPXLN,State of OK,391,11-11-2012,Electronic,5315380309,61.19,23-10-2013,22-11-2013,05-11-2013,No,13,0
6296-UKEUZ,State of KS,897,26-11-2012,Electronic,8663805291,14.8,05-03-2013,04-04-2013,07-03-2013,No,2,0
9174-IYKOC,State of OK,391,27-11-2012,Electronic,5895996518,65.39,09-07-2013,08-08-2013,02-08-2013,No,24,0
5875-VZQCZ,Los Angeles,818,15-07-2013,Electronic,1308410672,76.03,13-09-2013,13-10-2013,25-09-2013,No,12,0
5529-TBPGK,State of OK,391,09-08-2013,Paper,9968504859,38.95,10-06-2013,10-07-2013,05-07-2013,No,25,0
2687-XWAMA,Atlanta,770,03-04-2013,Paper,7298116315,60.17,28-01-2012,27-02-2012,08-02-2012,No,11,0
5529-TBPGK,State of OK,391,09-08-2013,Paper,5221373409,59.21,16-08-2012,15-09-2012,23-09-2012,No,38,8
6177-VTITE,State of KS,897,26-10-2012,Electronic,6080109452,57.05,11-02-2013,13-03-2013,27-02-2013,No,16,0
2621-XCLEH,Montana,406,24-09-2012,Paper,6482427308,80.99,13-01-2012,12-02-2012,14-03-2012,Yes,61,31
7654-DOLHO,State of KS,897,04-04-2012,Electronic,2442634583,45.11,28-12-2012,27-01-2013,14-01-2013,No,17,0
9250-VHLWY,State of KS,897,03-06-2013,Paper,9324391627,47.41,22-10-2012,21-11-2012,27-11-2012,Yes,36,6
5196-TWQXF,State of OK,391,20-06-2012,Electronic,5865149984,55.1,26-05-2013,25-06-2013,16-06-2013,No,21,0
3676-CQAIF,State of KS,897,29-07-2013,Paper,6248246137,56.84,03-05-2012,02-06-2012,08-06-2012,No,36,6
0465-DTULQ,Atlanta,770,04-03-2013,Electronic,9012691752,38.55,20-07-2013,19-08-2013,15-08-2013,No,26,0
7209-MDWKR,State of OK,391,09-10-2013,Paper,7282316945,74.7,05-05-2013,04-06-2013,10-06-2013,No,36,6
4460-ZXNDN,Atlanta,770,27-06-2013,Paper,6984488539,84.43,21-03-2013,20-04-2013,20-05-2013,Yes,60,30
8389-TCXFQ,Montana,406,24-08-2012,Electronic,4171825761,88.67,25-02-2013,27-03-2013,26-03-2013,Yes,29,0
9117-LYRCE,Montana,406,05-07-2013,Paper,3090463749,58.69,01-03-2013,31-03-2013,30-04-2013,Yes,60,30
5924-UOPGH,Los Angeles,818,06-06-2013,Paper,9947321662,93.09,08-09-2012,08-10-2012,15-10-2012,Yes,37,7
0688-XNJRO,State of KS,897,24-06-2012,Paper,3894033760,35.3,15-04-2012,15-05-2012,03-06-2012,No,49,19
5148-SYKLB,Los Angeles,818,28-08-2013,Paper,3032739429,86.41,10-05-2013,09-06-2013,11-06-2013,Yes,32,2
7946-HJDUR,Los Angeles,818,21-02-2012,Electronic,5713630505,51.94,19-08-2013,18-09-2013,20-09-2013,No,32,2
2687-XWAMA,Atlanta,770,03-04-2013,Electronic,4747988353,73.15,05-05-2013,04-06-2013,12-05-2013,No,7,0
7245-CKNCN,Montana,406,04-06-2012,Electronic,401983784,51.6,17-08-2013,16-09-2013,04-09-2013,No,18,0
0379-NEVHP,State of OK,391,06-04-2013,Electronic,3699989123,62.88,07-09-2013,07-10-2013,13-09-2013,No,6,0
8102-ABPKQ,Los Angeles,818,29-08-2013,Paper,3097229122,56.01,08-04-2013,08-05-2013,08-05-2013,Yes,30,0
7260-ZHAKS,Atlanta,770,17-06-2012,Paper,3556035555,77.53,06-05-2012,05-06-2012,11-06-2012,No,36,6
8156-PCYBM,State of OK,391,03-03-2012,Electronic,4739557586,52.87,22-08-2013,21-09-2013,18-09-2013,No,27,0
9286-VLKMI,State of KS,897,13-02-2013,Paper,3787074696,29.7,28-03-2012,27-04-2012,04-04-2012,No,7,0
3598-DNURW,State of OK,391,29-08-2012,Paper,423629217,57.34,09-08-2012,08-09-2012,03-09-2012,No,25,0
3271-YDPUJ,State of KS,897,02-04-2013,Paper,5224697080,46.31,27-07-2012,26-08-2012,24-08-2012,Yes,28,0
7946-HJDUR,Los Angeles,818,21-02-2012,Electronic,1316332735,41.84,21-10-2012,20-11-2012,16-11-2012,No,26,0
1080-NDGAE,State of OK,391,28-09-2012,Electronic,641300165,94.57,12-09-2013,12-10-2013,14-10-2013,Yes,32,2
2423-QOKIO,State of OK,391,11-05-2013,Paper,1199977661,47.86,06-08-2012,05-09-2012,17-09-2012,No,42,12
3448-OWJOT,Montana,406,15-09-2012,Electronic,1529029372,49.97,12-03-2013,11-04-2013,14-04-2013,Yes,33,3
1408-OQZUE,State of KS,897,14-09-2012,Paper,9065240153,54.94,20-04-2012,20-05-2012,17-05-2012,No,27,0
2820-XGXSB,State of OK,391,26-01-2012,Electronic,6906890052,72.14,26-12-2012,25-01-2013,08-01-2013,No,13,0
6627-ELFBK,Los Angeles,818,26-11-2012,Electronic,4138615040,66.01,11-01-2013,10-02-2013,01-02-2013,No,21,0
8887-NCUZC,Los Angeles,818,22-01-2013,Electronic,7555055375,24.19,22-03-2013,21-04-2013,25-04-2013,Yes,34,4
3448-OWJOT,Montana,406,15-09-2012,Electronic,9544630517,86.38,22-09-2013,22-10-2013,11-11-2013,Yes,50,20
9149-MATVB,Atlanta,770,30-04-2013,Electronic,3491048160,63.02,28-08-2013,27-09-2013,17-09-2013,No,20,0
0706-NRGUP,Atlanta,770,09-04-2013,Paper,8810803769,29.62,23-07-2012,22-08-2012,31-08-2012,No,39,9
8364-UWVLM,Los Angeles,818,10-11-2012,Electronic,658936368,69.82,17-05-2013,16-06-2013,03-06-2013,No,17,0
7050-KQLDO,Atlanta,770,29-09-2012,Electronic,8149632060,88.33,18-03-2013,17-04-2013,12-04-2013,No,25,0
7841-HROAQ,State of OK,391,15-09-2013,Paper,5007692123,63.03,03-07-2013,02-08-2013,10-08-2013,Yes,38,8
9323-NDIOV,Atlanta,770,09-07-2012,Paper,1228800351,47.48,14-01-2012,13-02-2012,29-02-2012,No,46,16
9014-WENVB,State of OK,391,03-08-2013,Paper,1893700854,61.2,22-06-2013,22-07-2013,22-07-2013,No,30,0
7841-HROAQ,State of OK,391,15-09-2013,Paper,9774403794,58.2,19-06-2012,19-07-2012,19-07-2012,No,30,0
9322-YCTQO,Montana,406,06-04-2012,Electronic,5920658489,91.32,30-10-2013,29-11-2013,25-11-2013,No,26,0
2447-JCFGW,Atlanta,770,31-07-2012,Electronic,5032711986,82.34,26-10-2013,25-11-2013,10-11-2013,No,15,0
6160-HCSFI,State of OK,391,10-01-2013,Paper,1661281311,76.21,13-03-2012,12-04-2012,09-04-2012,No,27,0
9286-VLKMI,State of KS,897,13-02-2013,Paper,4756268669,53.33,09-02-2012,10-03-2012,20-02-2012,No,11,0
8887-NCUZC,Los Angeles,818,22-01-2013,Electronic,561711596,37.38,16-04-2013,16-05-2013,21-05-2013,Yes,35,5
0625-TNJFG,Atlanta,770,15-08-2013,Paper,5437619752,69.85,05-07-2013,04-08-2013,06-08-2013,No,32,2
8389-TCXFQ,Montana,406,24-08-2012,Electronic,6584242369,46.35,11-09-2012,11-10-2012,09-10-2012,Yes,28,0
7600-OISKG,Montana,406,19-07-2013,Paper,889501782,97.06,30-04-2012,30-05-2012,30-05-2012,Yes,30,0
6160-HCSFI,State of OK,391,10-01-2013,Electronic,7469612917,85.72,16-05-2013,15-06-2013,30-05-2013,No,14,0
9725-EZTEJ,Montana,406,17-03-2012,Electronic,8953168938,77.52,02-03-2013,01-04-2013,28-03-2013,Yes,26,0
4632-QZOKX,Montana,406,19-03-2013,Paper,186768686,40.54,10-06-2012,10-07-2012,11-07-2012,Yes,31,1
5529-TBPGK,State of OK,391,09-08-2013,Paper,451448142,55.81,20-11-2012,20-12-2012,15-12-2012,No,25,0
7372-CESLR,State of KS,897,11-01-2013,Electronic,2977673351,34.89,03-06-2013,03-07-2013,24-06-2013,No,21,0
9725-EZTEJ,Montana,406,17-03-2012,Electronic,2368072192,92.71,29-03-2012,28-04-2012,22-04-2012,Yes,24,0
1080-NDGAE,State of OK,391,28-09-2012,Paper,106360977,93.48,19-02-2012,20-03-2012,26-03-2012,Yes,36,6
8690-EEBEO,State of KS,897,05-12-2012,Electronic,23864272,74.69,13-08-2013,12-09-2013,09-09-2013,No,27,0
2026-XLBER,Atlanta,770,12-11-2012,Paper,8193327667,57.7,14-07-2012,13-08-2012,31-07-2012,No,17,0
5284-DJOZO,Montana,406,11-09-2012,Paper,4016860144,58.56,31-03-2012,30-04-2012,12-04-2012,No,12,0
3448-OWJOT,Montana,406,15-09-2012,Paper,6607624258,56.31,23-04-2012,23-05-2012,21-06-2012,Yes,59,29
7856-ODQFO,Atlanta,770,05-08-2012,Electronic,8898728543,84.15,07-04-2013,07-05-2013,07-05-2013,Yes,30,0
3448-OWJOT,Montana,406,15-09-2012,Electronic,2739453651,60.14,14-09-2013,14-10-2013,16-10-2013,Yes,32,2
5148-SYKLB,Los Angeles,818,28-08-2013,Electronic,2924198306,91.26,31-10-2013,30-11-2013,22-11-2013,No,22,0
8364-UWVLM,Los Angeles,818,10-11-2012,Electronic,9839492497,86.69,12-03-2013,11-04-2013,26-03-2013,No,14,0
5529-TBPGK,State of OK,391,09-08-2013,Paper,9923678452,68.4,04-06-2013,04-07-2013,07-07-2013,No,33,3
7856-ODQFO,Atlanta,770,05-08-2012,Electronic,4464051329,41.41,19-09-2012,19-10-2012,17-10-2012,Yes,28,0
9758-AIEIK,Montana,406,23-04-2012,Electronic,9990243864,68.66,04-07-2013,03-08-2013,18-07-2013,No,14,0
3271-HYHDN,Los Angeles,818,28-04-2013,Electronic,5584805665,71.02,23-07-2013,22-08-2013,23-07-2013,No,0,0
8102-ABPKQ,Los Angeles,818,29-08-2013,Paper,6922423741,66.92,25-01-2012,24-02-2012,12-03-2012,Yes,47,17
5592-UQXSS,Atlanta,770,31-12-2012,Paper,8935367432,63.16,09-04-2012,09-05-2012,26-05-2012,Yes,47,17
9460-VAZGD,State of KS,897,10-08-2013,Paper,9254517013,29.39,03-03-2012,02-04-2012,21-03-2012,No,18,0
9928-IJYBQ,Atlanta,770,18-03-2012,Electronic,606876865,46.61,09-03-2013,08-04-2013,16-04-2013,No,38,8
9460-VAZGD,State of KS,897,10-08-2013,Paper,5025374541,57.14,22-02-2012,23-03-2012,13-03-2012,No,20,0
5284-DJOZO,Montana,406,11-09-2012,Paper,428154463,39.51,03-05-2012,02-06-2012,21-05-2012,No,18,0
7260-ZHAKS,Atlanta,770,17-06-2012,Electronic,9565133328,81.1,19-03-2013,18-04-2013,11-04-2013,No,23,0
1447-YZKCL,Montana,406,10-08-2012,Electronic,7218760518,62.93,18-08-2013,17-09-2013,21-09-2013,Yes,34,4
0465-DTULQ,Atlanta,770,04-03-2013,Paper,8488549558,43.62,28-04-2012,28-05-2012,12-06-2012,Yes,45,15
8690-EEBEO,State of KS,897,05-12-2012,Paper,9647514843,71.04,25-05-2012,24-06-2012,15-07-2012,No,51,21
3271-HYHDN,Los Angeles,818,28-04-2013,Electronic,367399005,58.78,10-08-2013,09-09-2013,10-08-2013,No,0,0
7228-LEPPM,Atlanta,770,30-04-2012,Electronic,2219394095,51.32,10-07-2012,09-08-2012,27-08-2012,No,48,18
5164-VMYWJ,Montana,406,27-11-2013,Paper,9468928435,62.62,15-11-2012,15-12-2012,04-12-2012,No,19,0
1080-NDGAE,State of OK,391,28-09-2012,Paper,4336863090,73.06,11-01-2012,10-02-2012,06-02-2012,Yes,26,0
8102-ABPKQ,Los Angeles,818,29-08-2013,Paper,3353183486,49.7,29-10-2012,28-11-2012,30-11-2012,No,32,2
8820-BLYDZ,State of OK,391,19-03-2013,Paper,6895927608,78.37,16-01-2012,15-02-2012,23-01-2012,No,7,0
7695-NKUXM,Los Angeles,818,21-11-2012,Paper,4870747963,70.57,17-02-2012,18-03-2012,07-03-2012,Yes,19,0
6004-KITZM,Los Angeles,818,01-09-2013,Paper,2091543308,56.17,18-04-2013,18-05-2013,02-05-2013,No,14,0
9286-VLKMI,State of KS,897,13-02-2013,Paper,7903274357,57.8,31-08-2012,30-09-2012,11-09-2012,No,11,0
7228-LEPPM,Atlanta,770,30-04-2012,Paper,5307752603,87.1,23-01-2012,22-02-2012,08-03-2012,No,45,15
3568-JJMFW,Los Angeles,818,09-01-2012,Electronic,2717531125,83.13,05-10-2012,04-11-2012,28-10-2012,Yes,23,0
6048-QPZCF,Montana,406,13-07-2012,Electronic,4516618888,71.96,07-07-2013,06-08-2013,02-08-2013,Yes,26,0
5164-VMYWJ,Montana,406,27-11-2013,Paper,6590705536,59.54,23-03-2013,22-04-2013,11-04-2013,No,19,0
2621-XCLEH,Montana,406,24-09-2012,Electronic,9465847338,37.49,18-06-2013,18-07-2013,17-07-2013,No,29,0
5924-UOPGH,Los Angeles,818,06-06-2013,Paper,5551365805,96.58,22-09-2012,22-10-2012,07-10-2012,No,15,0
6048-QPZCF,Montana,406,13-07-2012,Electronic,4771056498,71.45,12-07-2013,11-08-2013,28-07-2013,Yes,16,0
3676-CQAIF,State of KS,897,29-07-2013,Paper,8598688213,25.93,25-02-2012,26-03-2012,02-04-2012,No,37,7
1168-BEASA,State of KS,897,06-11-2013,Paper,2758133753,26.8,12-06-2013,12-07-2013,03-07-2013,No,21,0
6833-ETVHD,Montana,406,30-04-2012,Electronic,103483331,72.13,27-07-2012,26-08-2012,18-08-2012,No,22,0
9117-LYRCE,Montana,406,05-07-2013,Paper,2840107285,49.59,02-01-2013,01-02-2013,06-02-2013,No,35,5
7372-CESLR,State of KS,897,11-01-2013,Paper,1057997164,20.8,17-02-2012,18-03-2012,08-03-2012,No,20,0
8820-BLYDZ,State of OK,391,19-03-2013,Paper,8081319512,78.05,06-01-2012,05-02-2012,16-01-2012,No,10,0
5875-VZQCZ,Los Angeles,818,15-07-2013,Paper,1929017575,87.89,13-01-2012,12-02-2012,04-02-2012,No,22,0
2676-DZINU,State of OK,391,19-10-2012,Paper,535641538,65.01,26-04-2012,26-05-2012,18-05-2012,No,22,0
7372-CESLR,State of KS,897,11-01-2013,Electronic,3424410029,23.63,13-11-2013,13-12-2013,19-11-2013,No,6,0
2026-XLBER,Atlanta,770,12-11-2012,Paper,7685298565,62.31,19-10-2012,18-11-2012,05-11-2012,No,17,0
9322-YCTQO,Montana,406,06-04-2012,Electronic,8315488143,89.98,08-01-2013,07-02-2013,11-02-2013,No,34,4
7654-DOLHO,State of KS,897,04-04-2012,Electronic,7108337906,17.12,03-07-2013,02-08-2013,01-08-2013,No,29,0
6831-FIODB,Atlanta,770,08-05-2013,Paper,3437789966,52.26,29-04-2012,29-05-2012,06-06-2012,No,38,8
8389-TCXFQ,Montana,406,24-08-2012,Electronic,3675527586,74.05,15-08-2013,14-09-2013,29-08-2013,No,14,0
0709-LZRJV,State of OK,391,20-06-2013,Paper,7896000091,38.41,01-12-2012,31-12-2012,16-01-2013,Yes,46,16
4640-FGEJI,Montana,406,04-04-2013,Paper,6895920102,65.13,31-05-2012,30-06-2012,27-06-2012,No,27,0
0709-LZRJV,State of OK,391,20-06-2013,Electronic,9685029181,66.55,09-08-2013,08-09-2013,11-09-2013,No,33,3
2423-QOKIO,State of OK,391,11-05-2013,Electronic,9089611762,91.72,12-06-2013,12-07-2013,02-07-2013,No,20,0
6708-DPYTF,State of OK,391,02-08-2012,Electronic,8582366228,27.42,03-09-2012,03-10-2012,06-10-2012,No,33,3
8389-TCXFQ,Montana,406,24-08-2012,Electronic,2741619477,88.19,11-06-2013,11-07-2013,06-07-2013,No,25,0
7938-EVASK,Montana,406,15-12-2012,Electronic,5900977077,65.79,04-05-2013,03-06-2013,28-05-2013,No,24,0
8942-ERSWK,State of KS,897,11-01-2013,Paper,3372046335,26.16,17-03-2012,16-04-2012,12-04-2012,Yes,26,0
5924-UOPGH,Los Angeles,818,06-06-2013,Electronic,4722543209,78.83,18-11-2013,18-12-2013,28-11-2013,No,10,0
4640-FGEJI,Montana,406,04-04-2013,Electronic,4151030828,49.64,24-04-2013,24-05-2013,05-05-2013,No,11,0
1408-OQZUE,State of KS,897,14-09-2012,Electronic,9855642847,59.44,24-06-2013,24-07-2013,11-08-2013,Yes,48,18
2824-HJQPP,Los Angeles,818,04-09-2013,Electronic,6926621731,64.67,03-11-2013,03-12-2013,16-11-2013,No,13,0
7695-NKUXM,Los Angeles,818,21-11-2012,Paper,2938081000,57.21,19-03-2012,18-04-2012,06-04-2012,Yes,18,0
6831-FIODB,Atlanta,770,08-05-2013,Electronic,2346925494,35.87,11-05-2013,10-06-2013,11-06-2013,No,31,1
9117-LYRCE,Montana,406,05-07-2013,Paper,1035721042,11.13,11-11-2012,11-12-2012,17-12-2012,No,36,6
1168-BEASA,State of KS,897,06-11-2013,Paper,6453395358,49.75,06-07-2013,05-08-2013,24-07-2013,No,18,0
8156-PCYBM,State of OK,391,03-03-2012,Electronic,1796958572,42.61,22-03-2012,21-04-2012,16-04-2012,No,25,0
2824-HJQPP,Los Angeles,818,04-09-2013,Paper,1266309366,46.05,26-10-2012,25-11-2012,17-11-2012,No,22,0
9286-VLKMI,State of KS,897,13-02-2013,Paper,5018112852,52.9,09-01-2013,08-02-2013,12-01-2013,No,3,0
8820-BLYDZ,State of OK,391,19-03-2013,Paper,5280781969,70.13,19-07-2012,18-08-2012,28-07-2012,No,9,0
6391-GBFQJ,State of KS,897,25-11-2013,Paper,1850105221,8.03,17-06-2012,17-07-2012,02-07-2012,No,15,0
2676-DZINU,State of OK,391,19-10-2012,Electronic,6481259640,53.68,27-10-2013,26-11-2013,08-11-2013,No,12,0
4460-ZXNDN,Atlanta,770,27-06-2013,Paper,9863361720,58.9,29-12-2012,28-01-2013,10-02-2013,No,43,13
5529-TBPGK,State of OK,391,09-08-2013,Electronic,7524155753,91.03,20-09-2013,20-10-2013,24-10-2013,No,34,4
9841-XLGBV,State of OK,391,03-01-2013,Paper,9801799192,62.1,06-05-2012,05-06-2012,03-06-2012,No,28,0
4640-FGEJI,Montana,406,04-04-2013,Paper,956388773,58.13,17-06-2012,17-07-2012,28-07-2012,Yes,41,11
7841-HROAQ,State of OK,391,15-09-2013,Paper,1064822506,91.89,10-02-2013,12-03-2013,07-03-2013,No,25,0
3448-OWJOT,Montana,406,15-09-2012,Paper,3558050155,59.64,28-07-2012,27-08-2012,07-09-2012,Yes,41,11
9149-MATVB,Atlanta,770,30-04-2013,Paper,3141193941,65.81,09-01-2013,08-02-2013,03-02-2013,No,25,0
0706-NRGUP,Atlanta,770,09-04-2013,Electronic,3542268547,57.2,27-08-2013,26-09-2013,01-10-2013,No,35,5
0783-PEPYR,Montana,406,27-11-2013,Paper,1898422054,61.13,07-05-2013,06-06-2013,23-06-2013,No,47,17
7938-EVASK,Montana,406,15-12-2012,Electronic,4419510167,44.14,15-06-2013,15-07-2013,19-07-2013,No,34,4
0688-XNJRO,State of KS,897,24-06-2012,Electronic,5277730076,41.31,02-05-2013,01-06-2013,16-06-2013,No,45,15
6708-DPYTF,State of OK,391,02-08-2012,Electronic,2871447909,76.49,05-05-2013,04-06-2013,03-06-2013,No,29,0
8942-ERSWK,State of KS,897,11-01-2013,Paper,3123420222,25.41,03-07-2012,02-08-2012,11-07-2012,No,8,0
1168-BEASA,State of KS,897,06-11-2013,Paper,6873740038,45.14,08-04-2012,08-05-2012,25-04-2012,No,17,0
9928-IJYBQ,Atlanta,770,18-03-2012,Paper,4915855065,78.92,07-01-2012,06-02-2012,05-02-2012,No,29,0
9117-LYRCE,Montana,406,05-07-2013,Paper,1491859500,67.72,28-05-2013,27-06-2013,24-06-2013,No,27,0
9758-AIEIK,Montana,406,23-04-2012,Electronic,8062397322,69.65,14-09-2013,14-10-2013,01-10-2013,No,17,0
8820-BLYDZ,State of OK,391,19-03-2013,Electronic,7314902402,71.96,12-07-2013,11-08-2013,14-07-2013,No,2,0
5196-TWQXF,State of OK,391,20-06-2012,Electronic,6545436181,48.04,24-07-2013,23-08-2013,15-08-2013,No,22,0
6048-QPZCF,Montana,406,13-07-2012,Electronic,308536412,73.73,25-11-2012,25-12-2012,01-12-2012,No,6,0
7841-HROAQ,State of OK,391,15-09-2013,Paper,1666441527,54.27,15-12-2012,14-01-2013,28-01-2013,Yes,44,14
6077-FDQRK,Atlanta,770,11-09-2012,Electronic,8200853537,60.66,14-11-2012,14-12-2012,29-11-2012,No,15,0
1080-NDGAE,State of OK,391,28-09-2012,Electronic,3954057080,74.5,10-05-2013,09-06-2013,15-06-2013,Yes,36,6
3271-HYHDN,Los Angeles,818,28-04-2013,Paper,7074598959,42.25,06-04-2013,06-05-2013,11-04-2013,No,5,0
0709-LZRJV,State of OK,391,20-06-2013,Electronic,1323201810,58.68,27-07-2013,26-08-2013,15-08-2013,No,19,0
8690-EEBEO,State of KS,897,05-12-2012,Electronic,2238411112,56.21,30-11-2013,30-12-2013,02-01-2014,No,33,3
5920-DPXLN,State of OK,391,11-11-2012,Paper,4170821223,49.14,19-03-2012,18-04-2012,14-04-2012,No,26,0
7372-CESLR,State of KS,897,11-01-2013,Paper,4685005154,26.14,07-06-2012,07-07-2012,07-07-2012,No,30,0
8102-ABPKQ,Los Angeles,818,29-08-2013,Paper,7913946826,48.45,27-06-2013,27-07-2013,22-08-2013,Yes,56,26
0465-DTULQ,Atlanta,770,04-03-2013,Electronic,6128855877,72.36,25-11-2013,25-12-2013,23-12-2013,No,28,0
2447-JCFGW,Atlanta,770,31-07-2012,Electronic,4194772390,64.82,12-11-2012,12-12-2012,02-12-2012,No,20,0
8156-PCYBM,State of OK,391,03-03-2012,Electronic,512194602,64.4,28-03-2012,27-04-2012,28-04-2012,No,31,1
9322-YCTQO,Montana,406,06-04-2012,Electronic,7504945766,86.91,09-05-2013,08-06-2013,14-06-2013,No,36,6
4460-ZXNDN,Atlanta,770,27-06-2013,Paper,4421046102,64.44,09-06-2012,09-07-2012,12-07-2012,No,33,3
8389-TCXFQ,Montana,406,24-08-2012,Electronic,7379159223,55,01-02-2013,03-03-2013,22-02-2013,No,21,0
8887-NCUZC,Los Angeles,818,22-01-2013,Paper,601440262,42.76,30-05-2012,29-06-2012,09-07-2012,Yes,40,10
7856-ODQFO,Atlanta,770,05-08-2012,Electronic,8184291649,9.47,07-04-2013,07-05-2013,27-04-2013,No,20,0
0379-NEVHP,State of OK,391,06-04-2013,Electronic,122662308,43.64,05-08-2013,04-09-2013,21-08-2013,No,16,0
8887-NCUZC,Los Angeles,818,22-01-2013,Paper,3769234535,10.73,17-06-2012,17-07-2012,05-07-2012,No,18,0
3448-OWJOT,Montana,406,15-09-2012,Paper,6552783571,94.77,10-06-2012,10-07-2012,16-07-2012,Yes,36,6
9212-BTDMX,State of OK,391,22-04-2012,Electronic,1976759712,51.56,26-07-2012,25-08-2012,13-08-2012,No,18,0
3568-JJMFW,Los Angeles,818,09-01-2012,Electronic,9414806653,84.79,18-07-2012,17-08-2012,14-08-2012,Yes,27,0
7260-ZHAKS,Atlanta,770,17-06-2012,Electronic,7704631121,65.2,24-07-2013,23-08-2013,14-08-2013,No,21,0
8690-EEBEO,State of KS,897,05-12-2012,Paper,3651082685,29.34,20-03-2012,19-04-2012,01-05-2012,No,42,12
7946-HJDUR,Los Angeles,818,21-02-2012,Electronic,9883462057,50.1,30-03-2012,29-04-2012,26-04-2012,No,27,0
7209-MDWKR,State of OK,391,09-10-2013,Electronic,2189582262,67.69,02-12-2013,01-01-2014,28-12-2013,No,26,0
7050-KQLDO,Atlanta,770,29-09-2012,Paper,5865665884,64.89,28-01-2012,27-02-2012,16-02-2012,No,19,0
6177-VTITE,State of KS,897,26-10-2012,Electronic,9712383291,22.26,03-11-2012,03-12-2012,15-11-2012,No,12,0
3271-HYHDN,Los Angeles,818,28-04-2013,Paper,7419219204,72.49,07-02-2012,08-03-2012,10-02-2012,No,3,0
9250-VHLWY,State of KS,897,03-06-2013,Paper,3113502518,46.49,15-09-2012,15-10-2012,15-10-2012,No,30,0
6177-VTITE,State of KS,897,26-10-2012,Electronic,9081761696,65.01,19-07-2013,18-08-2013,03-08-2013,No,15,0
7758-WKLVM,Atlanta,770,06-02-2012,Electronic,6569769457,55.12,04-07-2013,03-08-2013,02-08-2013,No,29,0
3676-CQAIF,State of KS,897,29-07-2013,Paper,7884124958,39.74,19-06-2012,19-07-2012,21-07-2012,No,32,2
8942-ERSWK,State of KS,897,11-01-2013,Paper,7254664069,13.36,26-07-2012,25-08-2012,06-08-2012,No,11,0
7600-OISKG,Montana,406,19-07-2013,Electronic,2436471559,52.7,15-11-2013,15-12-2013,15-12-2013,Yes,30,0
9758-AIEIK,Montana,406,23-04-2012,Electronic,6504473012,80.56,18-02-2013,20-03-2013,03-03-2013,No,13,0
4092-ZAVRG,Montana,406,19-05-2012,Electronic,1801620782,78.44,14-08-2013,13-09-2013,15-08-2013,No,1,0
4460-ZXNDN,Atlanta,770,27-06-2013,Paper,959092964,72.05,15-01-2013,14-02-2013,10-03-2013,Yes,54,24
9841-XLGBV,State of OK,391,03-01-2013,Paper,9039192109,27.18,11-06-2012,11-07-2012,11-07-2012,No,30,0
6708-DPYTF,State of OK,391,02-08-2012,Paper,5133177585,55.37,03-01-2012,02-02-2012,16-02-2012,No,44,14
3271-HYHDN,Los Angeles,818,28-04-2013,Paper,8086151417,49.85,09-01-2013,08-02-2013,12-01-2013,No,3,0
2423-QOKIO,State of OK,391,11-05-2013,Electronic,2355391609,60.62,08-06-2013,08-07-2013,25-06-2013,No,17,0
9212-BTDMX,State of OK,391,22-04-2012,Electronic,9936482887,68.07,27-07-2013,26-08-2013,08-08-2013,No,12,0
4651-PMEXQ,Montana,406,04-07-2012,Paper,7138243506,96.76,26-04-2012,26-05-2012,24-05-2012,No,28,0
1080-NDGAE,State of OK,391,28-09-2012,Electronic,3289097967,82.6,30-08-2013,29-09-2013,03-10-2013,Yes,34,4
9212-BTDMX,State of OK,391,22-04-2012,Electronic,818753502,48.18,15-01-2013,14-02-2013,04-02-2013,No,20,0
9725-EZTEJ,Montana,406,17-03-2012,Electronic,9704617693,72.34,27-10-2012,26-11-2012,03-12-2012,Yes,37,7
1604-LIFKX,Los Angeles,818,16-03-2013,Paper,7584011927,68.61,05-11-2012,05-12-2012,15-12-2012,No,40,10
9323-NDIOV,Atlanta,770,09-07-2012,Electronic,5230964660,60.46,19-11-2012,19-12-2012,20-12-2012,No,31,1
6833-ETVHD,Montana,406,30-04-2012,Electronic,9633035865,78.81,01-11-2012,01-12-2012,25-11-2012,No,24,0
3993-QUNVJ,Atlanta,770,31-12-2012,Electronic,9202536124,81.06,21-06-2013,21-07-2013,30-06-2013,No,9,0
0379-NEVHP,State of OK,391,06-04-2013,Paper,9831463047,33.23,25-01-2013,24-02-2013,11-02-2013,No,17,0
6077-FDQRK,Atlanta,770,11-09-2012,Electronic,6440354171,44.41,01-12-2013,31-12-2013,19-12-2013,No,18,0
5875-VZQCZ,Los Angeles,818,15-07-2013,Paper,3478923173,87.48,28-05-2012,27-06-2012,03-07-2012,Yes,36,6
7209-MDWKR,State of OK,391,09-10-2013,Paper,5743371067,55.88,04-10-2012,03-11-2012,14-11-2012,No,41,11
6077-FDQRK,Atlanta,770,11-09-2012,Paper,4109648418,36.86,05-05-2012,04-06-2012,05-06-2012,No,31,1
3569-VJWXS,State of OK,391,09-04-2013,Electronic,6140117683,60.26,31-08-2013,30-09-2013,17-09-2013,No,17,0
3993-QUNVJ,Atlanta,770,31-12-2012,Electronic,6892063887,58.44,18-04-2013,18-05-2013,26-04-2013,No,8,0
6632-CGYHU,State of OK,391,08-01-2013,Electronic,3345939091,102.41,21-11-2013,21-12-2013,28-11-2013,No,7,0
