Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Price
Balaclava,2/19 Camden St,2,u,S,hockingstuart,22/05/2016,6.6,3183,2,1,1,0,59,1970,Port Phillip,-37.8667,144.9917,Southern Metropolitan,474000
Balaclava,1/17 Albion St,2,h,S,Buxton,25/02/2017,6.6,3183,2,1,0,159,84,1930,Port Phillip,-37.874,144.9933,Southern Metropolitan,981000
Balaclava,10 Grosvenor St,3,h,S,McGrath,25/02/2017,6.6,3183,3,2,2,339,159,1890,Port Phillip,-37.872,144.9909,Southern Metropolitan,1690000
Balaclava,3/33 Gourlay St,2,u,VB,McGrath,27/06/2016,6.6,3183,2,1,1,483,51,1970,Port Phillip,-37.8727,144.9969,Southern Metropolitan,540000
Balaclava,41 Marlborough St,3,h,S,Buxton,27/06/2016,6.6,3183,3,1,1,157,,1928,Port Phillip,-37.8696,144.9925,Southern Metropolitan,1080000
Balaclava,15/36 Brighton Rd,1,u,SP,Biggin,27/11/2016,6.6,3183,1,1,0,0,,,Port Phillip,-37.873,144.9907,Southern Metropolitan,500000
Balaclava,5/11 Albion St,2,u,PI,hockingstuart,28/08/2016,6.6,3183,2,0,0,0,,,Port Phillip,-37.8739,144.9929,Southern Metropolitan,497500
Balwyn,166 Gordon St,2,h,S,Marshall,3/9/2016,9.7,3103,2,1,1,659,123,1920,Boroondara,-37.8094,145.0807,Southern Metropolitan,2100000
Balwyn,36 Narrak Rd,4,h,VB,Marshall,3/9/2016,9.7,3103,4,2,2,715,218,1985,Boroondara,-37.811,145.0958,Southern Metropolitan,1800000
Balwyn,2/16 Westminster St,2,t,S,Noel,3/9/2016,9.7,3103,2,1,1,208,129,2000,Boroondara,-37.8128,145.0975,Southern Metropolitan,1255000
Balwyn,2/74 Balwyn Rd,3,u,SA,Philip,3/12/2016,9.7,3103,3,2,2,206,112,1998,Boroondara,-37.8161,145.0812,Southern Metropolitan,1070000
Balwyn,112 Belmore Rd,5,h,PI,RT,3/12/2016,9.7,3103,5,3,2,715,420,2009,Boroondara,-37.8028,145.0768,Southern Metropolitan,2570000
Balwyn,27 Bevan St,4,h,VB,RW,3/12/2016,9.7,3103,4,2,2,744,226,1985,Boroondara,-37.8147,145.0748,Southern Metropolitan,2400000
Balwyn,129 Gordon St,3,h,S,North,3/12/2016,9.7,3103,3,3,2,651,266,,Boroondara,-37.8085,145.0764,Southern Metropolitan,2200000
Balwyn,4 Melba Ct,5,h,PI,hockingstuart,3/12/2016,9.7,3103,5,5,2,651,410,,Boroondara,-37.8071,145.0908,Southern Metropolitan,3250000
Balwyn,5/14 Parring Rd,2,u,S,Noel,3/12/2016,9.7,3103,2,1,1,122,97,1977,Boroondara,-37.8124,145.0916,Southern Metropolitan,806000
Balwyn,349 Union Rd,6,h,VB,Jellis,3/12/2016,9.7,3103,6,4,7,2051,449,1935,Boroondara,-37.8051,145.1016,Southern Metropolitan,4000000
Balwyn,3/10 Westminster St,2,h,S,Jellis,3/12/2016,9.7,3103,2,2,2,0,,,Boroondara,-37.8134,145.0972,Southern Metropolitan,1215000
Balwyn,22 Yongala St,5,h,PI,Noel,3/12/2016,9.7,3103,5,3,2,600,356,2006,Boroondara,-37.8061,145.0801,Southern Metropolitan,2250000
Balwyn,3/30 Cremorne St,2,u,S,Jellis,4/3/2017,9.7,3103,2,1,1,206,,,Boroondara,-37.8092,145.0778,Southern Metropolitan,812000
Balwyn,9/5 Boston Rd,3,h,S,Nelson,4/6/2016,9.7,3103,3,2,2,175,,1976,Boroondara,-37.8162,145.0771,Southern Metropolitan,1140000
Balwyn,17 Gordon St,3,h,S,Marshall,4/6/2016,9.7,3103,3,2,1,853,,,Boroondara,-37.807,145.0635,Southern Metropolitan,2330000
Balwyn,40 Metung St,5,h,VB,Marshall,4/6/2016,9.7,3103,5,3,2,678,349,2001,Boroondara,-37.8048,145.0708,Southern Metropolitan,2800000
Balwyn,4/30 Weir St,2,u,S,Marshall,4/6/2016,9.7,3103,2,1,1,0,,,Boroondara,-37.8152,145.0843,Southern Metropolitan,605000
Balwyn,1/37 Yongala St,3,h,PI,Noel,4/6/2016,9.7,3103,3,2,2,308,,,Boroondara,-37.8056,145.0788,Southern Metropolitan,1255000
Balwyn,142 Balwyn Rd,2,h,VB,Fletchers,6/8/2016,9.7,3103,3,1,1,1015,166,1930,Boroondara,-37.8074,145.0826,Southern Metropolitan,1850000
Balwyn,9/11 Parring Rd,2,u,S,Noel,6/8/2016,9.7,3103,3,1,1,209,,1975,Boroondara,-37.8125,145.0901,Southern Metropolitan,805000
Balwyn,4/3 King St,3,h,VB,Marshall,7/5/2016,9.7,3103,3,1,1,188,110,1970,Boroondara,-37.8065,145.065,Southern Metropolitan,700000
Balwyn,27 Nungerner St,4,h,PI,Jellis,7/5/2016,9.7,3103,4,2,2,664,,,Boroondara,-37.8055,145.0699,Southern Metropolitan,2130000
Balwyn,3/18 Weir St,2,h,S,Marshall,7/5/2016,9.7,3103,2,1,1,0,72,1960,Boroondara,-37.8162,145.0841,Southern Metropolitan,500000
Balwyn,3 Westminster St,3,h,SP,Jellis,7/5/2016,9.7,3103,3,2,2,699,252,1985,Boroondara,-37.814,145.0966,Southern Metropolitan,2125000
Balwyn,13 Naroo St,4,h,PI,Jellis,8/10/2016,9.7,3103,3,2,2,577,200,1948,Boroondara,-37.8032,145.0693,Southern Metropolitan,1800000
Balwyn,101/201 Whitehorse Rd,2,u,S,Fletchers,8/10/2016,9.7,3103,2,1,1,0,70,2014,Boroondara,-37.8116,145.0724,Southern Metropolitan,635000
Balwyn,1/252 Union Rd,2,u,S,hockingstuart,10/9/2016,9.7,3103,2,1,1,0,73,1960,Boroondara,-37.8144,145.0993,Southern Metropolitan,526000
Balwyn,9/204 Whitehorse Rd,1,h,VB,Jellis,10/9/2016,9.7,3103,1,1,1,740,,,Boroondara,-37.8125,145.0775,Southern Metropolitan,390000
Balwyn,1/18 Belmore Rd,3,h,S,Kay,10/12/2016,9.7,3103,3,1,2,281,150,1995,Boroondara,-37.8013,145.0652,Southern Metropolitan,905000
Balwyn,316 Belmore Rd,4,h,PI,Ascend,10/12/2016,9.7,3103,4,3,2,453,308,2016,Boroondara,-37.8044,145.1006,Southern Metropolitan,1750000
Balwyn,11/22 Brenbeal St,2,t,S,Christopher,10/12/2016,9.7,3103,2,1,1,121,100,1960,Boroondara,-37.8112,145.0881,Southern Metropolitan,760000
Balwyn,18 Fitzgerald St,4,h,S,Kay,10/12/2016,9.7,3103,4,3,4,1148,,,Boroondara,-37.8088,145.0991,Southern Metropolitan,3180000
Balwyn,3/3 Iramoo St,3,t,S,Jellis,10/12/2016,9.7,3103,3,2,2,219,164,2003,Boroondara,-37.8125,145.0849,Southern Metropolitan,1367000
Balwyn,18 Metung St,5,h,SP,Marshall,10/12/2016,9.7,3103,5,3,2,678,,,Boroondara,-37.8063,145.0705,Southern Metropolitan,3600000
Balwyn,25 Percy St,5,h,S,Marshall,10/12/2016,9.7,3103,5,3,2,642,,1930,Boroondara,-37.8096,145.0735,Southern Metropolitan,2550000
Balwyn,2/8 Evelina St,4,t,PI,Noel,12/11/2016,9.7,3103,4,3,2,241,240,2009,Boroondara,-37.8042,145.1042,Southern Metropolitan,1400000
Balwyn,5 Millah Rd,4,h,S,Fletchers,12/11/2016,9.7,3103,4,2,4,935,241,1927,Boroondara,-37.8157,145.0795,Southern Metropolitan,3270000
Balwyn,6/10 Brenbeal St,2,u,PI,Jellis,13/08/2016,9.7,3103,2,1,1,115,104,1960,Boroondara,-37.8122,145.0879,Southern Metropolitan,625000
Balwyn,4/4 Raynes St,2,t,VB,Noel,13/08/2016,9.7,3103,2,1,1,104,,,Boroondara,-37.8061,145.0878,Southern Metropolitan,700000
Balwyn,1 Weston St,3,h,S,Marshall,14/05/2016,9.7,3103,3,1,4,671,465,,Boroondara,-37.8117,145.0775,Southern Metropolitan,1860000
Balwyn,38 Frederick St,4,h,S,RT,15/10/2016,9.7,3103,4,3,2,674,336,1997,Boroondara,-37.8068,145.0786,Southern Metropolitan,2730000
Balwyn,7 Power St,5,h,S,Marshall,16/04/2016,9.7,3103,5,2,2,611,,,Boroondara,-37.8116,145.0789,Southern Metropolitan,2020000
Balwyn,6/29 Weir St,2,u,VB,Jellis,16/04/2016,9.7,3103,2,1,1,0,79,1950,Boroondara,-37.8152,145.0839,Southern Metropolitan,460000
Balwyn,150 Balwyn Rd,4,h,SA,Jellis,16/07/2016,9.7,3103,3,1,2,832,,,Boroondara,-37.8068,145.0827,Southern Metropolitan,2250000
Balwyn,3/94 Balwyn Rd,2,u,S,Fletchers,16/07/2016,9.7,3103,2,1,2,231,98,1985,Boroondara,-37.8123,145.0821,Southern Metropolitan,1053000
Balwyn,1/7 Boston Rd,3,h,VB,Marshall,16/07/2016,9.7,3103,3,2,2,380,,1980,Boroondara,-37.8161,145.0772,Southern Metropolitan,1800000
Balwyn,1/32 Yerrin St,3,t,S,Noel,16/07/2016,9.7,3103,3,2,2,306,170,1995,Boroondara,-37.8106,145.0848,Southern Metropolitan,1472000
Balwyn,53 Metung St,3,h,S,Jellis,17/09/2016,9.7,3103,3,1,2,651,,,Boroondara,-37.8036,145.0715,Southern Metropolitan,2120000
Balwyn,87 Yerrin St,3,h,S,Jellis,17/09/2016,9.7,3103,3,1,2,697,,,Boroondara,-37.8044,145.0853,Southern Metropolitan,1910000
Balwyn,5/95 Balwyn Rd,2,u,PI,Marshall,18/03/2017,9.7,3103,2,1,1,87,88,1990,Boroondara,-37.8134,145.081,Southern Metropolitan,754000
Balwyn,2 Birtles Ct,5,h,VB,Jellis,18/06/2016,9.7,3103,5,5,2,671,,,Boroondara,-37.8025,145.0665,Southern Metropolitan,3000000
Balwyn,49 Metung St,5,h,VB,Jellis,18/06/2016,9.7,3103,5,6,4,739,502,,Boroondara,-37.8039,145.0714,Southern Metropolitan,3400000
Balwyn,29 Bevan St,4,h,S,Marshall,19/11/2016,9.7,3103,4,2,2,752,253,1981,Boroondara,-37.8149,145.0747,Southern Metropolitan,2188000
Balwyn,2/30 Kalimna St,2,u,PI,Noel,19/11/2016,9.7,3103,2,1,1,213,92,1980,Boroondara,-37.8092,145.0789,Southern Metropolitan,755000
Balwyn,1 Knutsford St,4,h,VB,Marshall,22/05/2016,9.7,3103,4,3,2,596,,,Boroondara,-37.815,145.076,Southern Metropolitan,2900000
Balwyn,262 Union Rd,4,h,S,Jellis,22/05/2016,9.7,3103,4,3,2,1007,350,1910,Boroondara,-37.8135,145.0995,Southern Metropolitan,3290000
Balwyn,25 Kalimna St,5,h,S,Jellis,22/08/2016,9.7,3103,4,3,2,674,,,Boroondara,-37.8095,145.0782,Southern Metropolitan,2665000
Balwyn,7 Naroo St,4,h,S,Noel,22/08/2016,9.7,3103,4,2,2,583,,,Boroondara,-37.8027,145.0694,Southern Metropolitan,1801000
Balwyn,27 Metung St,4,h,S,Fletchers,24/09/2016,9.7,3103,4,2,1,685,207,1940,Boroondara,-37.8056,145.071,Southern Metropolitan,2410000
Balwyn,4/35 Weir St,2,u,S,Jellis,24/09/2016,9.7,3103,2,1,1,0,150,1960,Boroondara,-37.8147,145.084,Southern Metropolitan,650000
Balwyn,34 Nott St,4,h,VB,Jellis,25/02/2017,9.7,3103,4,2,1,842,,,Boroondara,-37.8054,145.0771,Southern Metropolitan,2275000
Balwyn,275 Union Rd,5,h,PI,Jellis,25/02/2017,9.7,3103,5,3,4,1468,,,Boroondara,-37.8131,145.1,Southern Metropolitan,2810000
Balwyn,3/14 Weir St,3,t,S,Jellis,25/02/2017,9.7,3103,3,2,2,190,,,Boroondara,-37.8164,145.0846,Southern Metropolitan,1385000
Balwyn,26 Wills St,4,h,PI,hockingstuart,27/06/2016,9.7,3103,3,1,2,739,291,1930,Boroondara,-37.8039,145.0631,Southern Metropolitan,2000000
Balwyn,165 Balwyn Rd,4,h,S,Mandy,27/11/2016,9.7,3103,4,2,1,665,155,1940,Boroondara,-37.8057,145.0825,Southern Metropolitan,1900000
Balwyn,17 Knutsford St,3,h,S,Jellis,27/11/2016,9.7,3103,3,2,1,706,166,1930,Boroondara,-37.8161,145.0748,Southern Metropolitan,3401000
Balwyn,47 Naroo St,3,h,VB,Jellis,27/11/2016,9.7,3103,3,2,3,613,193,1943,Boroondara,-37.8056,145.0688,Southern Metropolitan,1750000
Balwyn,8 Raynes St,5,h,VB,RT,27/11/2016,9.7,3103,5,4,3,1437,,,Boroondara,-37.8058,145.0882,Southern Metropolitan,4000000
Balwyn,1/74 Balwyn Rd,3,t,S,hockingstuart,28/05/2016,9.7,3103,3,2,1,259,,1940,Boroondara,-37.8161,145.0809,Southern Metropolitan,1100000
Balwyn,112 Belmore Rd,5,h,PI,Jellis,28/05/2016,9.7,3103,5,3,2,715,420,2009,Boroondara,-37.8028,145.0768,Southern Metropolitan,3020000
Balwyn,2 Pembroke Rd,3,h,S,Jellis,28/05/2016,9.7,3103,4,2,2,650,,,Boroondara,-37.8167,145.0797,Southern Metropolitan,2950000
Balwyn,12 Wills St,5,h,S,Marshall,28/05/2016,9.7,3103,4,2,2,981,260,1960,Boroondara,-37.8058,145.0627,Southern Metropolitan,2450000
Balwyn,23 Wills St,3,h,S,Fletchers,28/05/2016,9.7,3103,2,1,2,844,,,Boroondara,-37.8037,145.0636,Southern Metropolitan,1912000
Balwyn,3/12 Brenbeal St,2,u,S,hockingstuart,28/08/2016,9.7,3103,2,1,1,130,80,1960,Boroondara,-37.812,145.0876,Southern Metropolitan,730000
Balwyn,29 Sevenoaks St,5,h,PI,Jellis,28/08/2016,9.7,3103,5,7,6,0,,,Boroondara,-37.8049,145.0748,Southern Metropolitan,3900000
Balwyn,321a Union Rd,3,h,SP,Noel,28/08/2016,9.7,3103,3,2,2,404,190,2011,Boroondara,-37.8075,145.1011,Southern Metropolitan,1500000
Balwyn,46 Yongala St,3,h,S,Fletchers,28/08/2016,9.7,3103,3,1,1,607,,1950,Boroondara,-37.8058,145.0781,Southern Metropolitan,1850000
Balwyn,33 Power St,4,h,VB,Marshall,30/07/2016,9.7,3103,3,1,1,672,115,1935,Boroondara,-37.8099,145.0792,Southern Metropolitan,1700000
Balwyn,5 Shrimpton Ct,2,h,PI,Marshall,30/07/2016,9.7,3103,2,0,0,1611,,,Boroondara,-37.8092,145.1016,Southern Metropolitan,1010000
Balwyn North,3/41 Clifton St,3,t,S,hockingstuart,3/9/2016,9.2,3104,3,2,2,260,167,2000,Boroondara,-37.7966,145.1021,Southern Metropolitan,1315000
Balwyn North,153 Doncaster Rd,3,h,PI,Jellis,3/9/2016,9.2,3104,3,2,1,778,154,1950,Boroondara,-37.7939,145.0789,Southern Metropolitan,1500000
Balwyn North,19 Jacka St,4,h,S,Jellis,3/9/2016,9.2,3104,4,4,3,1135,275,1960,Boroondara,-37.8014,145.0892,Southern Metropolitan,3230000
Balwyn North,32 Jaserfold St,2,h,S,Jellis,3/9/2016,9.2,3104,2,1,1,253,,,Boroondara,-37.7912,145.085,Southern Metropolitan,1080000
Balwyn North,30 Abbott St,7,h,PI,Barry,3/12/2016,9.2,3104,7,2,0,942,,,Boroondara,-37.7923,145.1029,Southern Metropolitan,1350000
Balwyn North,25 Bolinda Rd,4,h,S,Noel,3/12/2016,9.2,3104,4,2,2,647,185,1955,Boroondara,-37.7917,145.0868,Southern Metropolitan,1905000
Balwyn North,3 Dumblane St,5,h,PI,hockingstuart,3/12/2016,9.2,3104,5,4,2,760,477,2015,Boroondara,-37.7907,145.0907,Southern Metropolitan,3300000
Balwyn North,30 Hood St,4,h,VB,Fletchers,3/12/2016,9.2,3104,4,2,2,642,215,1955,Boroondara,-37.7988,145.0726,Southern Metropolitan,1900000
Balwyn North,36 Kenny St,3,h,S,Marshall,3/12/2016,9.2,3104,3,1,2,888,137,1950,Boroondara,-37.8002,145.0949,Southern Metropolitan,2251000
Balwyn North,13 Riverview Rd,4,h,PI,RW,3/12/2016,9.2,3104,4,2,2,750,214,1950,Boroondara,-37.7906,145.0788,Southern Metropolitan,2205000
Balwyn North,43 Sweyn St,3,h,S,hockingstuart,3/12/2016,9.2,3104,3,2,1,347,160,2011,Boroondara,-37.7947,145.1035,Southern Metropolitan,1265000
Balwyn North,3 Highbury St,3,h,S,R&H,4/3/2017,9.2,3104,3,1,3,772,,,Boroondara,-37.7938,145.0732,Southern Metropolitan,2000000
Balwyn North,14 Kawarren St,4,h,S,Kay,4/3/2017,9.2,3104,4,2,2,673,185,1960,Boroondara,-37.7856,145.0918,Southern Metropolitan,1750000
Balwyn North,88 Longview Rd,3,h,VB,Jellis,4/3/2017,9.2,3104,3,1,2,665,124,1950,Boroondara,-37.7862,145.0781,Southern Metropolitan,1450000
Balwyn North,113 Maud St,4,h,S,Fletchers,4/3/2017,9.2,3104,4,2,2,772,150,1955,Boroondara,-37.7959,145.0787,Southern Metropolitan,2614000
Balwyn North,6 Stuart Ct,4,h,S,Fletchers,4/3/2017,9.2,3104,4,2,3,736,225,1958,Boroondara,-37.7944,145.1028,Southern Metropolitan,1825000
Balwyn North,61 Sutton St,4,h,S,Fletchers,4/3/2017,9.2,3104,4,1,4,847,,,Boroondara,-37.7954,145.0838,Southern Metropolitan,2550000
Balwyn North,38 Nevada St,4,h,SP,Jellis,4/6/2016,9.2,3104,4,2,1,546,,,Boroondara,-37.7863,145.0905,Southern Metropolitan,1570000
Balwyn North,325 Belmore Rd,5,h,PI,Jellis,6/8/2016,9.2,3104,3,4,2,886,520,2013,Boroondara,-37.804,145.0951,Southern Metropolitan,3250000
Balwyn North,45 Cityview Rd,4,h,PI,Ray,6/8/2016,9.2,3104,4,3,3,667,,,Boroondara,-37.7898,145.079,Southern Metropolitan,1750000
Balwyn North,15 Ellendale St,3,t,S,Christopher,6/8/2016,9.2,3104,3,2,1,207,144,2003,Boroondara,-37.7893,145.092,Southern Metropolitan,1150000
Balwyn North,85 Tannock St,3,h,PI,Noel,6/8/2016,9.2,3104,3,2,2,645,,1953,Boroondara,-37.7851,145.0957,Southern Metropolitan,1575000
Balwyn North,6 Abassia St,6,h,S,hockingstuart,7/5/2016,9.2,3104,4,2,2,724,,,Boroondara,-37.8021,145.0985,Southern Metropolitan,1505000
Balwyn North,30 Clifton St,4,h,S,hockingstuart,7/5/2016,9.2,3104,4,2,2,662,330,1965,Boroondara,-37.798,145.1007,Southern Metropolitan,1572000
Balwyn North,10 Seattle St,4,h,VB,Jellis,7/5/2016,9.2,3104,3,2,2,610,,,Boroondara,-37.784,145.0878,Southern Metropolitan,1500000
Balwyn North,3/54 Severn St,4,t,S,Jellis,7/5/2016,9.2,3104,4,2,1,283,,,Boroondara,-37.7982,145.0688,Southern Metropolitan,1400000
Balwyn North,108 Bulleen Rd,5,h,VB,Jellis,7/11/2016,9.2,3104,5,3,2,705,365,2013,Boroondara,-37.7851,145.0775,Southern Metropolitan,1750000
Balwyn North,5 Carrington St,4,h,VB,Jellis,7/11/2016,9.2,3104,4,2,2,619,254,1990,Boroondara,-37.8025,145.0843,Southern Metropolitan,1850000
Balwyn North,40 Winfield Rd,3,h,PI,Marshall,7/11/2016,9.2,3104,3,1,2,992,,,Boroondara,-37.7977,145.1037,Southern Metropolitan,1480000
Balwyn North,7 Clifton St,4,h,PI,hockingstuart,8/10/2016,9.2,3104,4,2,2,714,,,Boroondara,-37.8007,145.1002,Southern Metropolitan,1400000
Balwyn North,3 Clive Ct,4,h,PI,RW,8/10/2016,9.2,3104,4,3,2,1274,275,1970,Boroondara,-37.7822,145.0907,Southern Metropolitan,2130000
Balwyn North,2/34 Doncaster Rd,3,u,S,Fletchers,8/10/2016,9.2,3104,3,2,2,244,,,Boroondara,-37.7933,145.0672,Southern Metropolitan,1050000
Balwyn North,7 Page St,5,h,S,RW,8/10/2016,9.2,3104,4,4,2,624,154,1967,Boroondara,-37.802,145.0797,Southern Metropolitan,3690000
Balwyn North,8 Cash St,4,h,VB,Jellis,10/9/2016,9.2,3104,4,2,2,610,275,1993,Boroondara,-37.7843,145.0891,Southern Metropolitan,1740000
Balwyn North,7 Grieve St,4,h,PI,Jellis,10/9/2016,9.2,3104,4,3,2,657,355,2006,Boroondara,-37.7981,145.0904,Southern Metropolitan,2575000
Balwyn North,39 Kawarren St,4,h,S,Jellis,10/9/2016,9.2,3104,3,2,1,517,247,1970,Boroondara,-37.783,145.0926,Southern Metropolitan,1388800
Balwyn North,185 Doncaster Rd,4,h,PI,Jellis,10/12/2016,9.2,3104,4,2,2,715,,1939,Boroondara,-37.7943,145.083,Southern Metropolitan,1702000
Balwyn North,41 Helston St,4,h,VB,Fletchers/One,10/12/2016,9.2,3104,4,2,4,587,165,1960,Boroondara,-37.7841,145.0953,Southern Metropolitan,1800000
Balwyn North,15 Moody St,4,h,S,Marshall,10/12/2016,9.2,3104,4,3,2,1070,247,1992,Boroondara,-37.7975,145.0716,Southern Metropolitan,2910000
Balwyn North,53 Sweyn St,2,h,S,Noel,10/12/2016,9.2,3104,2,1,1,694,,,Boroondara,-37.7941,145.1042,Southern Metropolitan,1400000
Balwyn North,2/11 Winfield Rd,2,t,S,hockingstuart,10/12/2016,9.2,3104,2,2,2,204,,,Boroondara,-37.8008,145.104,Southern Metropolitan,860000
Balwyn North,13 Lucifer St,4,h,SP,Marshall,11/3/2017,9.2,3104,4,3,2,689,,,Boroondara,-37.7871,145.0843,Southern Metropolitan,1670000
Balwyn North,141 Greythorn Rd,5,h,S,hockingstuart,12/6/2016,9.2,3104,3,1,1,800,,1950,Boroondara,-37.8023,145.0976,Southern Metropolitan,1500000
Balwyn North,23a The Boulevard,5,h,VB,Noel,12/6/2016,9.2,3104,5,3,2,900,355,1955,Boroondara,-37.7868,145.0677,Southern Metropolitan,2200000
Balwyn North,62 Clifton St,4,h,VB,Jellis,12/11/2016,9.2,3104,4,2,2,815,,,Boroondara,-37.794,145.1019,Southern Metropolitan,1350000
Balwyn North,5 Lemon Rd,5,h,SP,Jellis,12/11/2016,9.2,3104,5,2,1,1138,,,Boroondara,-37.7928,145.1006,Southern Metropolitan,2070000
Balwyn North,21 Maud St,3,h,S,Marshall,12/11/2016,9.2,3104,3,1,2,464,,,Boroondara,-37.7945,145.0667,Southern Metropolitan,1300000
Balwyn North,1 Bolinda Rd,3,h,VB,Fletchers,13/08/2016,9.2,3104,3,2,3,763,168,1960,Boroondara,-37.7935,145.0865,Southern Metropolitan,1700000
Balwyn North,35 Corhampton Rd,3,h,VB,Noel,13/08/2016,9.2,3104,2,1,2,854,,1948,Boroondara,-37.7971,145.0672,Southern Metropolitan,1750000
Balwyn North,151 Bulleen Rd,3,h,SP,Fletchers,14/05/2016,9.2,3104,3,1,1,542,,,Boroondara,-37.7832,145.0779,Southern Metropolitan,980000
Balwyn North,56a Clifton St,3,h,S,Noel,14/05/2016,9.2,3104,3,3,1,310,188,2012,Boroondara,-37.7949,145.1014,Southern Metropolitan,1230000
Balwyn North,2 Tudor Ct,7,h,PI,Barry,14/05/2016,9.2,3104,5,3,3,637,529,2008,Boroondara,-37.7898,145.0967,Southern Metropolitan,2600000
Balwyn North,28 Walnut Rd,4,h,S,Fletchers,14/05/2016,9.2,3104,3,3,2,665,232,1970,Boroondara,-37.7889,145.0904,Southern Metropolitan,1950000
Balwyn North,14 Dumblane St,5,h,PI,RW,15/10/2016,9.2,3104,5,2,2,710,170,1955,Boroondara,-37.7907,145.0916,Southern Metropolitan,1750000
Balwyn North,64 Greythorn Rd,5,h,S,Fletchers,15/10/2016,9.2,3104,5,2,2,1002,244,1950,Boroondara,-37.796,145.0984,Southern Metropolitan,2000000
Balwyn North,42 Maud St,3,h,PI,Jellis,15/10/2016,9.2,3104,3,1,4,605,116,1950,Boroondara,-37.7951,145.0696,Southern Metropolitan,1480000
Balwyn North,11 Stephens St,4,h,PI,Nelson,15/10/2016,9.2,3104,4,3,2,1247,50,,Boroondara,-37.7964,145.086,Southern Metropolitan,3000000
Balwyn North,54 Sutton St,3,h,S,Fletchers,15/10/2016,9.2,3104,3,1,1,722,90,1930,Boroondara,-37.7956,145.0829,Southern Metropolitan,1818000
Balwyn North,3 Alpha St,4,h,SP,Fletchers,16/04/2016,9.2,3104,4,2,2,1040,,,Boroondara,-37.7992,145.0907,Southern Metropolitan,2170000
Balwyn North,48 Hosken St,4,h,PI,Jellis,16/04/2016,9.2,3104,4,2,2,1235,196,1960,Boroondara,-37.7988,145.089,Southern Metropolitan,2525000
Balwyn North,17 Stephens St,4,h,S,Assisi,16/04/2016,9.2,3104,4,3,1,904,420,2003,Boroondara,-37.797,145.086,Southern Metropolitan,3360000
Balwyn North,20 Ajax St,4,h,S,Jellis,16/07/2016,9.2,3104,4,2,1,654,,1960,Boroondara,-37.7885,145.0854,Southern Metropolitan,1620000
Balwyn North,15 Illawarra Rd,3,h,S,Noel,16/07/2016,9.2,3104,3,1,2,713,720,1950,Boroondara,-37.7982,145.0816,Southern Metropolitan,1903000
Balwyn North,45 Woodville St,4,h,S,Fletchers,17/09/2016,9.2,3104,3,2,2,639,,,Boroondara,-37.7879,145.0929,Southern Metropolitan,1712000
Balwyn North,12 Clifton St,4,h,PI,Marshall,18/03/2017,9.2,3104,4,3,2,869,170,1950,Boroondara,-37.8002,145.0999,Southern Metropolitan,1720000
Balwyn North,6 Leicester St,4,h,S,Jellis,18/03/2017,9.2,3104,4,1,4,1042,,,Boroondara,-37.7908,145.101,Southern Metropolitan,1670000
Balwyn North,23 Maud St,2,h,SP,Nelson,18/03/2017,9.2,3104,2,1,2,467,,,Boroondara,-37.7945,145.067,Southern Metropolitan,1350000
Balwyn North,9 Seattle St,4,h,S,Fletchers,18/03/2017,9.2,3104,4,2,2,667,201,1974,Boroondara,-37.7835,145.0883,Southern Metropolitan,1675000
Balwyn North,16 Sylvan St,4,t,S,Noel,18/03/2017,9.2,3104,4,3,1,362,200,2014,Boroondara,-37.7987,145.0788,Southern Metropolitan,1680000
Balwyn North,49 Aylmer St,3,h,PI,hockingstuart,18/06/2016,9.2,3104,3,1,1,809,,,Boroondara,-37.7976,145.0684,Southern Metropolitan,1800000
Balwyn North,14 Hedderwick St,4,h,S,Noel,18/06/2016,9.2,3104,4,3,4,707,,,Boroondara,-37.8005,145.0986,Southern Metropolitan,1550000
Balwyn North,9 Stephens St,5,h,PI,Marshall,18/06/2016,9.2,3104,5,5,4,1364,518,2013,Boroondara,-37.7961,145.0859,Southern Metropolitan,4000000
Balwyn North,31 Tuxen St,3,h,S,Jellis,18/06/2016,9.2,3104,4,2,2,917,,,Boroondara,-37.7968,145.0873,Southern Metropolitan,2900000
Balwyn North,5 Grieve St,4,h,S,Fletchers,19/11/2016,9.2,3104,4,2,2,1010,250,1950,Boroondara,-37.7982,145.0903,Southern Metropolitan,2205000
Balwyn North,2/22 Severn St,3,t,S,Fletchers,19/11/2016,9.2,3104,3,2,2,349,,,Boroondara,-37.7955,145.0694,Southern Metropolitan,1137000
Balwyn North,28 Severn St,3,h,VB,Jellis,19/11/2016,9.2,3104,3,2,3,949,175,1940,Boroondara,-37.796,145.0696,Southern Metropolitan,2100000
Balwyn North,3 Capella St,2,h,S,Jellis,22/05/2016,9.2,3104,2,1,4,701,,,Boroondara,-37.7867,145.0718,Southern Metropolitan,1389000
Balwyn North,3/1 Corhampton Rd,2,h,SP,Jellis,22/05/2016,9.2,3104,2,1,1,177,85,1975,Boroondara,-37.7935,145.0679,Southern Metropolitan,685000
Balwyn North,1 Morris St,6,h,VB,hockingstuart,22/05/2016,9.2,3104,6,1,6,691,5,,Boroondara,-37.8022,145.0775,Southern Metropolitan,1900000
